################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.0164691722102650E+00 a         1     0     1     1     1
 -1.4807440383112473E+00 a         2     0     1     1     2
  6.3919485496324602E-01 a         3     0     1     1     3
 -4.1597093647494643E-01 a         4     0     1     1     4
  1.2359204188814195E-01 a         5     0     1     1     5
 -6.5636929331532035E-01 a         6     0     1     1     6
 -5.5356277852151603E-01 a         7     0     1     1     7
 -1.7077246202724343E+00 a         8     0     1     1     8
 -1.7306895137544107E-01 a         9     0     1     1     9
 -6.0397110772435003E-01 a        10     0     1     1    10
  3.4462470331548845E-01 a        11     0     1     1    11
  2.6013373698450857E+00 a        12     0     1     1    12
 -2.5014740903278323E+00 a        13     0     1     1    13
 -8.4025613973280211E-01 a        14     0     1     1    14
  5.6357309999717120E-01 a        15     0     1     1    15
 -7.8925731115387998E-01 a        16     0     1     1    16
 -8.4203399402326884E-01 a        17     0     1     1    17
 -1.3388705803279886E+00 a        18     0     1     1    18
 -8.6847114190697094E-01 a        19     0     1     1    19
  1.3388311838616933E+00 a        20     0     1     1    20
 -1.5578586703561488E+00 a        21     0     1     1    21
  1.0354803821132232E+00 a        22     0     1     1    22
 -6.8867933548757612E-03 a        23     0     1     1    23
 -6.8381123296104440E-01 a        24     0     1     1    24
 -5.4442268945765160E-01 a        25     0     1     1    25
  7.5609608189093680E-01 a        26     0     2     1     1
 -2.3952726887380846E+00 a        27     0     2     1     2
 -1.3269311215079769E+00 a        28     0     2     1     3
  1.1112167840201421E+00 a        29     0     2     1     4
  2.2224278499836085E+00 a        30     0     2     1     5
  2.4069104869453044E+00 a        31     0     2     1     6
  5.1400249500964512E-01 a        32     0     2     1     7
 -3.0435064892686309E-01 a        33     0     2     1     8
  2.6625623675129839E+00 a        34     0     2     1     9
 -2.8844297754968786E+00 a        35     0     2     1    10
 -1.0922927334614858E+00 a        36     0     2     1    11
 -3.4081730331286231E+00 a        37     0     2     1    12
 -1.3283160783169974E+00 a        38     0     2     1    13
  1.9273492832942571E+00 a        39     0     2     1    14
 -1.7863402931302660E-01 a        40     0     2     1    15
  1.2965978506462947E+00 a        41     0     2     1    16
  2.6071833722051601E+00 a        42     0     2     1    17
 -3.6352257961745343E-01 a        43     0     2     1    18
  4.3440272286302797E+00 a        44     0     2     1    19
 -1.2362815299144949E+00 a        45     0     2     1    20
 -9.1238722181161691E-01 a        46     0     2     1    21
 -7.8741727556094310E-01 a        47     0     2     1    22
 -9.3799671869999002E-01 a        48     0     2     1    23
  1.1271816783501469E+00 a        49     0     2     1    24
 -1.1338447976093797E+00 a        50     0     2     1    25
  3.3568148985115492E-01 a        51     0     3     1     1
  4.1092824921518251E-01 a        52     0     3     1     2
 -5.5610584715453670E-01 a        53     0     3     1     3
 -3.1614623648564510E+00 a        54     0     3     1     4
 -2.4406457989033925E-01 a        55     0     3     1     5
 -3.9792860730079460E-01 a        56     0     3     1     6
  4.8217456127992020E-01 a        57     0     3     1     7
  2.0441857658131055E+00 a        58     0     3     1     8
 -1.2148411291684886E+00 a        59     0     3     1     9
 -2.4688268197375463E+00 a        60     0     3     1    10
  7.7851154450643600E-01 a        61     0     3     1    11
  6.1287870982281389E-01 a        62     0     3     1    12
 -2.8702928575550367E-02 a        63     0     3     1    13
