################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.9021518748380364E-01 a         1     0     1     1     1
 -7.7826282324971008E-01 a         2     0     1     1     2
  7.8433328861226781E-01 a         3     0     1     1     3
  9.1689005520478872E-01 a         4     0     1     1     4
 -5.8449332767409468E-01 a         5     0     1     1     5
  4.9728209216939973E-01 a         6     0     1     1     6
  2.0003652873947387E-02 a         7     0     1     1     7
  7.2195933173354476E-01 a         8     0     1     1     8
  4.1224233944020838E-01 a         9     0     1     1     9
  9.4455594713243352E-01 a        10     0     1     1    10
  9.2557982045016629E-01 a        11     0     1     1    11
 -4.0765911159685864E-01 a        12     0     1     1    12
 -1.1810953593188729E+00 a        13     0     1     1    13
 -4.6387546968225535E-01 a        14     0     1     1    14
 -4.3757430538325937E-01 a        15     0     1     1    15
 -2.1148952310703040E-01 a        16     0     1     1    16
  4.8071640902159452E-01 a        17     0     1     1    17
  2.3752780157013953E-01 a        18     0     1     1    18
  6.9824125589121266E-01 a        19     0     1     1    19
  2.1414318748316763E-01 a        20     0     1     1    20
  2.2868117351401140E-01 a        21     0     1     1    21
  2.0072674988331515E-01 a        22     0     1     1    22
  1.3403548954691549E+00 a        23     0     1     1    23
  1.3716570370318908E+00 a        24     0     1     1    24
 -2.0910859016416328E-01 a        25     0     1     1    25
  4.1489555383515297E-01 a        26     0     2     1     1
 -1.9253810758241434E+00 a        27     0     2     1     2
 -5.7750427756655132E-01 a        28     0     2     1     3
  5.8240522122458993E-01 a        29     0     2     1     4
  7.2499551140869423E-01 a        30     0     2     1     5
  5.3599037821740092E-01 a        31     0     2     1     6
 -4.5938003064413348E-02 a        32     0     2     1     7
  1.7291795583999388E+00 a        33     0     2     1     8
 -7.1570811916825050E-01 a        34     0     2     1     9
 -7.6719453308933050E-01 a        35     0     2     1    10
 -3.2316489386450920E-01 a        36     0     2     1    11
 -5.0887969796053290E-01 a        37     0     2     1    12
  2.8701953728158608E-01 a        38     0     2     1    13
 -6.5830911691028768E-02 a        39     0     2     1    14
 -5.2781865813948137E-01 a        40     0     2     1    15
  1.3232680278093627E+00 a        41     0     2     1    16
 -6.6962180319741582E-01 a        42     0     2     1    17
 -2.0471047376468272E+00 a        43     0     2     1    18
  1.4484068388875369E+00 a        44     0     2     1    19
  6.5245012058081653E-01 a        45     0     2     1    20
 -6.3345800174957045E-01 a        46     0     2     1    21
  6.4459851574917559E-01 a        47     0     2     1    22
  9.2345972465117243E-01 a        48     0     2     1    23
 -6.9066004909044146E-02 a        49     0     2     1    24
 -2.0936975527300179E+00 a        50     0     2     1    25
 -1.9676655212721389E-01 a        51     0     3     1     1
 -2.4392506175877932E-01 a        52     0     3     1     2
 -1.9788768763690507E+00 a        53     0     3     1     3
 -7.4374699831046753E-01 a        54     0     3     1     4
 -1.0259041363298804E-01 a        55     0     3     1     5
 -8.1249916164887928E-02 a        56     0     3     1     6
  9.2703650529646797E-02 a        57     0     3     1     7
 -8.0590398140508090E-01 a        58     0     3     1     8
 -4.2846957440069139E-01 a        59     0     3     1     9
 -3.8955114882207564E-01 a        60     0     3     1    10
 -1.7569977555891052E+00 a        61     0     3     1    11
  7.4654487009623030E-02 a        62     0     3     1    12
  8.2442702814345081E-01 a        63     0     3     1    13
  2.7387327319389837E-01 a        64     0     3     1    14
  3.4070926578504596E-01 a        65     0     3     1    15
 -3.8405185735757708E-01 a        66     0     3     1    16
 -8.1012407497454986E-01 a        67     0     3     1    17
 -1.1061537942229747E+00 a        68     0     3     1    18
 -4.7123133675950768E-01 a        69     0     3     1    19
 -2.5600523531889685E-01 a        70     0     3     1    20
 -2.4418690090268394E-01 a        71     0     3     1    21
  3.5580739344025553E-01 a        72     0     3     1    22
 -1.1808361850703442E+00 a        73     0     3     1    23
 -1.1555302615830558E+00 a        74     0     3     1    24
  3.2267530317051929E-01 a        75     0     3     1    25
  7.6451288056919020E-01 a        76     0     4     1     1
  2.7272150998125069E+00 a        77     0     4     1     2
  8.8294780389838690E-01 a        78     0     4     1     3
 -9.8708557487166404E-01 a        79     0     4     1     4
 -2.5473034894002740E+00 a        80     0     4     1     5
 -1.1618627487553506E+00 a        81     0     4     1     6
  8.0870512927449856E-01 a        82     0     4     1     7
 -3.5148517596323705E+00 a        83     0     4     1     8
  1.7008393911874700E+00 a        84     0     4     1     9
  1.6936128938990977E+00 a        85     0     4     1    10
  1.4205043990629782E+00 a        86     0     4     1    11
  1.1025995951110439E+00 a        87     0     4     1    12
 -4.2211770831809925E-01 a        88     0     4     1    13
 -1.5960591432658064E-01 a        89     0     4     1    14
  5.7168611541926817E-01 a        90     0     4     1    15
 -2.4113501748975015E+00 a        91     0     4     1    16
 -5.8306552129506994E-01 a        92     0     4     1    17
  3.1275786524240172E+00 a        93     0     4     1    18
 -1.1299577670593279E+00 a        94     0     4     1    19
 -1.8289970712449641E+00 a        95     0     4     1    20
  8.0853114737377019E-01 a        96     0     4     1    21
 -3.8387980846400016E-01 a        97     0     4     1    22
 -9.5451510043328280E-01 a        98     0     4     1    23
 -7.1694779205903530E-02 a        99     0     4     1    24
  3.1757463780828452E+00 a       100     0     4     1    25
 -2.6347600240656333E-01 a       101     0     5     1     1
 -1.9422594293794210E-01 a       102     0     5     1     2
 -7.4073069507281528E-02 a       103     0     5     1     3
 -1.1744645413433016E-01 a       104     0     5     1     4
  2.1622400908315331E+00 a       105     0     5     1     5
  6.9344573065074611E-01 a       106     0     5     1     6
 -1.5457801661406705E+00 a       107     0     5     1     7
  9.9615855331407233E-01 a       108     0     5     1     8
  1.3889630203145237E-01 a       109     0     5     1     9
 -3.0861403262236736E-01 a       110     0     5     1    10
 -9.7132046646563075E-01 a       111     0     5     1    11
  3.4634761682545689E-01 a       112     0     5     1    12
  1.0831816285209181E+00 a       113     0     5     1    13
