################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.7075329563511044E-01 a         1     0     1     1     1
 -4.5938120110527997E-01 a         2     0     1     1     2
  7.9282815985634725E-01 a         3     0     1     1     3
 -4.7211131745955853E-01 a         4     0     1     1     4
 -2.4454857533685062E-01 a         5     0     1     1     5
 -5.7756161793525196E-01 a         6     0     1     1     6
  1.2300260090510672E-01 a         7     0     1     1     7
  2.3066484709359245E-01 a         8     0     1     1     8
  2.2339312358094984E-01 a         9     0     1     1     9
 -4.8356368229035085E-01 a        10     0     1     1    10
 -1.6510732788700047E-01 a        11     0     1     1    11
 -3.2299726289684189E-01 a        12     0     1     1    12
  4.7353005515846225E-01 a        13     0     1     1    13
  4.7245127786373620E-01 a        14     0     1     1    14
  1.4997840554713002E-01 a        15     0     1     1    15
 -1.8036215913845247E-01 a        16     0     1     1    16
 -7.5785899385709243E-01 a        17     0     1     1    17
  1.1808297104259205E-01 a        18     0     1     1    18
 -2.7159317225805404E-02 a        19     0     1     1    19
 -7.0184430120929397E-01 a        20     0     1     1    20
 -1.8671621252255843E-01 a        21     0     1     1    21
 -1.0652038574394870E-01 a        22     0     1     1    22
  2.1675817008436579E-01 a        23     0     1     1    23
 -6.0523767637112491E-01 a        24     0     1     1    24
  9.4407268946831124E-01 a        25     0     1     1    25
  2.1013553098688189E+00 a        26     0     2     1     1
  8.8951694770504697E-01 a        27     0     2     1     2
 -7.4189853671153083E-01 a        28     0     2     1     3
  2.9606847882827342E-01 a        29     0     2     1     4
 -7.8144623219243231E-02 a        30     0     2     1     5
  7.4305504780995213E-01 a        31     0     2     1     6
  4.3667698816497091E-01 a        32     0     2     1     7
 -6.3493725225696895E-01 a        33     0     2     1     8
 -3.3436981651915471E-01 a        34     0     2     1     9
  1.7775323569730370E-01 a        35     0     2     1    10
  4.8674552083878830E-01 a        36     0     2     1    11
  5.2865869304436153E-01 a        37     0     2     1    12
 -3.2557398144062039E-01 a        38     0     2     1    13
 -7.7607831695155971E-01 a        39     0     2     1    14
 -2.2656547280573974E-01 a        40     0     2     1    15
  5.8068466933327456E-01 a        41     0     2     1    16
  1.1859751821781741E+00 a        42     0     2     1    17
 -7.8510729278980507E-01 a        43     0     2     1    18
 -7.7349753553095688E-02 a        44     0     2     1    19
  2.7684105654767643E-01 a        45     0     2     1    20
  7.8011115809077047E-01 a        46     0     2     1    21
  3.3786683151783398E-01 a        47     0     2     1    22
 -3.3381141955467952E-01 a        48     0     2     1    23
  1.0855704841422593E+00 a        49     0     2     1    24
 -1.2551583860031958E+00 a        50     0     2     1    25
  6.8974215171322617E-01 a        51     0     3     1     1
 -1.0109363720829541E-01 a        52     0     3     1     2
 -2.6278777054719532E-01 a        53     0     3     1     3
 -3.7680427499264491E-01 a        54     0     3     1     4
  2.2632669622195270E-01 a        55     0     3     1     5
  6.7339461600697970E-01 a        56     0     3     1     6
  2.1125381890743547E-01 a        57     0     3     1     7
  5.8953984601709342E-01 a        58     0     3     1     8
 -9.3892494187576314E-01 a        59     0     3     1     9
  6.5367171563429372E-01 a        60     0     3     1    10
  4.3756239048675827E-01 a        61     0     3     1    11
 -1.5477563311540141E-01 a        62     0     3     1    12
 -6.8926916940014094E-01 a        63     0     3     1    13
  1.2030558574838159E-01 a        64     0     3     1    14
 -4.7546473045613857E-01 a        65     0     3     1    15
 -4.2599109516334815E-01 a        66     0     3     1    16
  6.9617732977442759E-01 a        67     0     3     1    17
 -8.2126374148830905E-01 a        68     0     3     1    18
  5.5377867808371251E-01 a        69     0     3     1    19
  4.5200008137583070E-01 a        70     0     3     1    20
  9.6714158999990696E-02 a        71     0     3     1    21
  2.5016369657266102E-01 a        72     0     3     1    22
  4.0688270060482312E-01 a        73     0     3     1    23
 -4.0103128166703789E-01 a        74     0     3     1    24
 -8.2128120355899292E-01 a        75     0     3     1    25
 -5.0060318974505302E-01 a        76     0     4     1     1
 -4.8013246725997344E-01 a        77     0     4     1     2
  9.3647915788415903E-01 a        78     0     4     1     3
 -4.8987305923442725E-01 a        79     0     4     1     4
  6.5269381000817961E-01 a        80     0     4     1     5
  1.2885448922502415E-01 a        81     0     4     1     6
 -9.6997051221289754E-01 a        82     0     4     1     7
  8.8981236974654188E-01 a        83     0     4     1     8
  4.3114370874719726E-01 a        84     0     4     1     9
 -6.8810942503670047E-01 a        85     0     4     1    10
  7.9398980104430428E-01 a        86     0     4     1    11
 -9.5753374756397580E-01 a        87     0     4     1    12
  1.0599645606274799E+00 a        88     0     4     1    13
 -2.6703798502751114E-01 a        89     0     4     1    14
  1.7307904089099324E-02 a        90     0     4     1    15
 -6.3543705994946659E-02 a        91     0     4     1    16
 -1.1603307059067181E-01 a        92     0     4     1    17
 -3.4295749866521819E-01 a        93     0     4     1    18
 -6.3691849293259373E-01 a        94     0     4     1    19
 -1.4138411847144003E-01 a        95     0     4     1    20
  5.9868843673595684E-01 a        96     0     4     1    21
 -7.3625662248983970E-01 a        97     0     4     1    22
 -4.3320042343772069E-01 a        98     0     4     1    23
  3.7015711280481473E-01 a        99     0     4     1    24
  3.1245941557702434E-01 a       100     0     4     1    25
  6.4963932886030828E-01 a       101     0     5     1     1
 -3.8057808434226253E-01 a       102     0     5     1     2
  4.4050462000045426E-01 a       103     0     5     1     3
  2.7824095037722547E-02 a       104     0     5     1     4
 -2.6181224392845755E-02 a       105     0     5     1     5
 -3.3535120908637500E-01 a       106     0     5     1     6
 -1.5025721175556098E-01 a       107     0     5     1     7
  2.8153627260493047E-01 a       108     0     5     1     8
 -5.5959866856966101E-01 a       109     0     5     1     9
  2.0427176850836354E-01 a       110     0     5     1    10
 -5.9763577243760013E-01 a       111     0     5     1    11
  4.1612252458485555E-01 a       112     0     5     1    12
  6.4971265153976623E-02 a       113     0     5     1    13
  4.8916158536580123E-01 a       114     0     5     1    14
 -4.1411762825452397E-01 a       115     0     5     1    15
 -3.9936032844504404E-01 a       116     0     5     1    16
  3.5712750346055394E-01 a       117     0     5     1    17
 -1.0225542552076032E+00 a       118     0     5     1    18
  1.2192065853036867E-01 a       119     0     5     1    19
 -1.3851175113084607E-01 a       120     0     5     1    20
  2.1623536147374572E-01 a       121     0     5     1    21
  3.0896331178459507E-01 a       122     0     5     1    22
  5.1064949139902693E-01 a       123     0     5     1    23
 -2.6402241780478497E-01 a       124     0     5     1    24
 -1.4851290702644487E-01 a       125     0     5     1    25
 -6.8147178344517723E-01 a       126     0     6     1     1
 -7.8356715750949060E-02 a       127     0     6     1     2
  1.3157126952657427E+00 a       128     0     6     1     3
  3.4075846807238430E-01 a       129     0     6     1     4
 -1.8448098853727345E-02 a       130     0     6     1     5
 -1.5463192437147069E+00 a       131     0     6     1     6
  3.8264915108954534E-01 a       132     0     6     1     7
  8.9232700096818784E-01 a       133     0     6     1     8
  1.0652082431253769E+00 a       134     0     6     1     9
 -5.8071584359042072E-01 a       135     0     6     1    10
  5.2831112388968357E-02 a       136     0     6     1    11
  2.4694264219010784E-01 a       137     0     6     1    12
  1.4114879219289596E+00 a       138     0     6     1    13
 -1.9812627637460817E-01 a       139     0     6     1    14
  5.7567414437044639E-01 a       140     0     6     1    15
 -9.1972766332315631E-02 a       141     0     6     1    16
 -1.0186546148067048E+00 a       142     0     6     1    17
  6.5441959033846375E-01 a       143     0     6     1    18
 -1.5782406681061456E+00 a       144     0     6     1    19
 -2.1335318957061794E-01 a       145     0     6     1    20
 -1.4414984679573015E+00 a       146     0     6     1    21
  5.4303880176575592E-01 a       147     0     6     1    22
 -4.6060756797096070E-01 a       148     0     6     1    23
  5.9632869553363077E-01 a       149     0     6     1    24
  1.9519651833172242E+00 a       150     0     6     1    25
  9.3040397365416683E-01 a       151     0     7     1     1
  5.1375033292150063E-01 a       152     0     7     1     2
  4.2365922684337023E-03 a       153     0     7     1     3
  1.5043450245078707E-01 a       154     0     7     1     4
 -4.0129418804733136E-01 a       155     0     7     1     5
 -7.6329134108866226E-01 a       156     0     7     1     6
  9.4701508035395443E-01 a       157     0     7     1     7
 -5.6183650597981649E-01 a       158     0     7     1     8
