################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.0636038677350643E+00 a         1     0     1     1     1
 -2.0840462594462279E+00 a         2     0     1     1     2
  2.8959066042159226E-01 a         3     0     1     1     3
  1.4226087441692552E+00 a         4     0     1     1     4
 -2.0809807752038351E-01 a         5     0     1     1     5
 -2.1715686715242257E+00 a         6     0     1     1     6
 -3.8447753509353982E-01 a         7     0     1     1     7
 -1.1611390317532744E+00 a         8     0     1     1     8
  2.7735047837002103E-01 a         9     0     1     1     9
 -2.2126519407947267E+00 a        10     0     1     1    10
  1.4758011267286300E+00 a        11     0     1     1    11
 -2.1263313050712471E-02 a        12     0     1     1    12
  2.1460693712763241E+00 a        13     0     1     1    13
 -1.9906148472137610E+00 a        14     0     1     1    14
 -4.1899876744216094E-02 a        15     0     1     1    15
  3.8410383511606187E-02 a        16     0     1     1    16
 -6.2243039908506470E-01 a        17     0     1     1    17
  2.5953538858485059E+00 a        18     0     1     1    18
 -3.6762758382994731E-01 a        19     0     1     1    19
  1.5752921386739405E+00 a        20     0     1     1    20
  1.0662192529439274E+00 a        21     0     1     1    21
  2.3642581534210936E+00 a        22     0     1     1    22
  1.1604996735626296E+00 a        23     0     1     1    23
  1.7360943777236968E+00 a        24     0     1     1    24
 -3.6907259882991331E-02 a        25     0     1     1    25
  1.9359070282177897E+00 a        26     0     2     1     1
  3.3846738325845420E+00 a        27     0     2     1     2
 -9.8749194686998987E-01 a        28     0     2     1     3
 -1.9770482441270121E+00 a        29     0     2     1     4
  6.2148957691557882E-01 a        30     0     2     1     5
  1.4469474717737838E+00 a        31     0     2     1     6
  2.2013237946127201E-01 a        32     0     2     1     7
 -9.1128621998172321E-01 a        33     0     2     1     8
 -3.2028556230597249E-01 a        34     0     2     1     9
  3.3814641894641723E-01 a        35     0     2     1    10
 -3.2562371330406488E+00 a        36     0     2     1    11
 -2.2834107571090643E+00 a        37     0     2     1    12
 -4.7292789630599268E+00 a        38     0     2     1    13
  1.8631389506275302E+00 a        39     0     2     1    14
  4.0367855843680472E-01 a        40     0     2     1    15
 -1.7611568373982636E+00 a        41     0     2     1    16
  1.7074816227262961E+00 a        42     0     2     1    17
 -3.3710239326534208E+00 a        43     0     2     1    18
  1.7748573629239806E+00 a        44     0     2     1    19
 -3.2798638589208138E+00 a        45     0     2     1    20
 -3.2806900500653060E+00 a        46     0     2     1    21
 -3.7477571902318938E+00 a        47     0     2     1    22
  3.9728704484895100E-02 a        48     0     2     1    23
 -1.1792135333222524E+00 a        49     0     2     1    24
  2.2246291698353673E+00 a        50     0     2     1    25
  1.4798712326431123E+00 a        51     0     3     1     1
 -2.4933278559116707E+00 a        52     0     3     1     2
  1.2133448886401245E-01 a        53     0     3     1     3
 -1.1366092092099997E+00 a        54     0     3     1     4
 -3.7006076290398995E+00 a        55     0     3     1     5
 -4.2020691708629493E-01 a        56     0     3     1     6
  9.6730330081113924E-01 a        57     0     3     1     7
 -1.9820578409850675E+00 a        58     0     3     1     8
 -1.6778063122039599E+00 a        59     0     3     1     9
 -1.4238190567882465E+00 a        60     0     3     1    10
  3.2514023009419279E+00 a        61     0     3     1    11
 -4.7737998917949953E-01 a        62     0     3     1    12
 -1.6102996162085990E+00 a        63     0     3     1    13
 -4.1456346982840997E-01 a        64     0     3     1    14
 -1.4795256953393232E+00 a        65     0     3     1    15
 -1.8288198598810328E+00 a        66     0     3     1    16
 -5.8540896141757293E-01 a        67     0     3     1    17
 -1.1843573291359153E+00 a        68     0     3     1    18
  1.1059657553208768E+00 a        69     0     3     1    19
 -2.2668743231947648E+00 a        70     0     3     1    20
 -2.1071595735552990E+00 a        71     0     3     1    21
 -1.9240007433682067E+00 a        72     0     3     1    22
 -1.5540047752657346E-01 a        73     0     3     1    23
 -6.1048214660013400E-01 a        74     0     3     1    24
  1.8756964810332419E+00 a        75     0     3     1    25
  2.3888314450803954E-02 a        76     0     4     1     1
 -3.3401862487162526E-01 a        77     0     4     1     2
  1.5254189196230492E+00 a        78     0     4     1     3
 -1.8043078373079438E-01 a        79     0     4     1     4
  1.0393074241112008E+00 a        80     0     4     1     5
  1.5808975092937601E+00 a        81     0     4     1     6
  1.4842135381819996E+00 a        82     0     4     1     7
  1.3855329084672443E+00 a        83     0     4     1     8
 -1.2628274109993829E+00 a        84     0     4     1     9
 -9.2417537449127685E-01 a        85     0     4     1    10
 -4.6903645502464081E-01 a        86     0     4     1    11
  9.3329432936637668E-01 a        87     0     4     1    12
 -5.0797783540756491E-01 a        88     0     4     1    13
  1.3890217036558114E-01 a        89     0     4     1    14
  2.1300328147734407E-01 a        90     0     4     1    15
 -4.9559330674650454E-01 a        91     0     4     1    16
  9.3775054997163654E-01 a        92     0     4     1    17
  1.4796685582960736E+00 a        93     0     4     1    18
 -1.2748000145184315E+00 a        94     0     4     1    19
 -2.5470270916212321E-02 a        95     0     4     1    20
 -1.4254370755484103E+00 a        96     0     4     1    21
  3.9314419341291701E-01 a        97     0     4     1    22
  2.1065458780500932E+00 a        98     0     4     1    23
  6.2272744178832828E-01 a        99     0     4     1    24
  5.2363391800230175E-01 a       100     0     4     1    25
  6.7736613071266757E-02 a       101     0     5     1     1
  2.4679974287634038E-01 a       102     0     5     1     2
  1.4041203351020566E+00 a       103     0     5     1     3
 -3.4351473341293820E-01 a       104     0     5     1     4
  1.7874745282874449E+00 a       105     0     5     1     5
  1.4469288588352811E+00 a       106     0     5     1     6
 -1.0801835278567716E-01 a       107     0     5     1     7
 -2.2055686930267412E-01 a       108     0     5     1     8
  3.1095003787756953E-01 a       109     0     5     1     9
 -8.5021000676305103E-01 a       110     0     5     1    10
  3.6883020007630701E-01 a       111     0     5     1    11
  6.1415790620226318E-01 a       112     0     5     1    12
  1.3259375742990633E+00 a       113     0     5     1    13
 -4.3670731250975209E-01 a       114     0     5     1    14
  3.5774909561864621E-01 a       115     0     5     1    15
  5.7434397822441241E-01 a       116     0     5     1    16
 -1.1545569472138804E+00 a       117     0     5     1    17
  4.0525932058323882E-01 a       118     0     5     1    18
  5.5133322022112408E-01 a       119     0     5     1    19
 -3.1987643504998597E-01 a       120     0     5     1    20
 -1.1191984547850149E+00 a       121     0     5     1    21
  1.2523803982975139E+00 a       122     0     5     1    22
  6.9000885910922360E-01 a       123     0     5     1    23
 -1.1155222285925084E+00 a       124     0     5     1    24
  5.0590650044404639E-01 a       125     0     5     1    25
 -2.8350482335422922E-01 a       126     0     6     1     1
  1.7669816775434628E+00 a       127     0     6     1     2
 -5.0935541271771807E-02 a       128     0     6     1     3
  9.2802486265109929E-01 a       129     0     6     1     4
  3.3402700781387349E+00 a       130     0     6     1     5
  1.5573014987048743E+00 a       131     0     6     1     6
 -5.7669277599636559E-01 a       132     0     6     1     7
  1.7484711660910703E+00 a       133     0     6     1     8
  3.6028000977653844E-02 a       134     0     6     1     9
 -1.0758154115448570E+00 a       135     0     6     1    10
  3.5242378714532960E+00 a       136     0     6     1    11
 -9.9268439353513815E-02 a       137     0     6     1    12
  4.4820284753009449E+00 a       138     0     6     1    13
 -1.5472513492959670E+00 a       139     0     6     1    14
  2.5962933909786581E+00 a       140     0     6     1    15
  2.5681233351461179E+00 a       141     0     6     1    16
 -2.3864801272772498E+00 a       142     0     6     1    17
  3.5862935574449013E+00 a       143     0     6     1    18
  1.4755274599175670E+00 a       144     0     6     1    19
  3.5223761034027250E+00 a       145     0     6     1    20
  3.3340367414095917E+00 a       146     0     6     1    21
  5.3186456237237882E+00 a       147     0     6     1    22
 -1.9534878989609200E-01 a       148     0     6     1    23
 -4.2644914135990225E-02 a       149     0     6     1    24
 -3.0357640986866213E-01 a       150     0     6     1    25
 -3.8250775094927902E-01 a       151     0     7     1     1
 -9.8530832644077881E-01 a       152     0     7     1     2
 -1.0508688157151009E+00 a       153     0     7     1     3
 -4.7356568409276700E-01 a       154     0     7     1     4
 -8.4750114238166041E-01 a       155     0     7     1     5
 -1.0441603243315576E+00 a       156     0     7     1     6
  1.8887327825151504E-01 a       157     0     7     1     7
 -5.1589476997150874E-01 a       158     0     7     1     8
  1.1369547693033097E+00 a       159     0     7     1     9
 -8.4280599637006992E-01 a       160     0     7     1    10
 -4.5191859611578056E-01 a       161     0     7     1    11
 -1.4102655759631593E+00 a       162     0     7     1    12
  8.5044286361586263E-01 a       163     0     7     1    13
 -1.0554064517322062E+00 a       164     0     7     1    14
 -8.1502468192684008E-01 a       165     0     7     1    15
  3.5730905175601529E-01 a       166     0     7     1    16
  2.6928631687828963E-01 a       167     0     7     1    17
 -7.8092173907439755E-01 a       168     0     7     1    18
  1.7797007027480050E+00 a       169     0     7     1    19
 -6.9435027533669214E-01 a       170     0     7     1    20
  4.8476097375780949E+00 a       171     0     7     1    21
 -6.8016764767200322E-01 a       172     0     7     1    22
 -2.4135646599116032E+00 a       173     0     7     1    23
 -9.3932991061957780E-02 a       174     0     7     1    24
  1.7297605416052214E-01 a       175     0     7     1    25
  1.5695194084550972E+00 a       176     0     8     1     1
 -7.7516460673372672E-02 a       177     0     8     1     2
 -1.7775524873306727E+00 a       178     0     8     1     3
 -1.4367339368009178E+00 a       179     0     8     1     4
 -1.3766838935323387E+00 a       180     0     8     1     5
 -1.0322206074093887E+00 a       181     0     8     1     6
  1.2750727908224999E+00 a       182     0     8     1     7
  2.2706067898750296E-03 a       183     0     8     1     8
  6.0603640420141924E-01 a       184     0     8     1     9
  3.6740003033516806E+00 a       185     0     8     1    10
 -4.8028332528745130E+00 a       186     0     8     1    11
  8.0602250654352559E-01 a       187     0     8     1    12
 -5.7882096223738975E+00 a       188     0     8     1    13
  3.4168191184151389E+00 a       189     0     8     1    14
 -1.0894051316936759E+00 a       190     0     8     1    15
 -1.9180529217760327E+00 a       191     0     8     1    16
  5.0353370718211758E+00 a       192     0     8     1    17
