################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.3066213478844144E+00 a         1     0     1     1     1
  1.1392563084160601E+00 a         2     0     1     1     2
  1.7228207746033011E+00 a         3     0     1     1     3
  1.0422384569776970E+00 a         4     0     1     1     4
 -3.4121994469684741E-01 a         5     0     1     1     5
  1.4316925191693943E+00 a         6     0     1     1     6
 -6.9459648859663092E-01 a         7     0     1     1     7
 -1.1026631891578732E-01 a         8     0     1     1     8
  5.4845600093627389E-01 a         9     0     1     1     9
  6.2177115444757902E-01 a        10     0     1     1    10
  1.7941936568435939E+00 a        11     0     1     1    11
 -6.5186181415236522E-01 a        12     0     1     1    12
  1.5239240644240335E+00 a        13     0     1     1    13
 -1.6615533718817344E+00 a        14     0     1     1    14
  6.3200630601438768E-02 a        15     0     1     1    15
 -8.6740861046958806E-01 a        16     0     1     1    16
  2.1224909684447568E+00 a        17     0     1     1    17
  1.3662350898842917E+00 a        18     0     1     1    18
 -1.0324479129582425E+00 a        19     0     1     1    19
 -1.2863836037638749E+00 a        20     0     1     1    20
 -9.1345323901878994E-01 a        21     0     1     1    21
  1.0703665169715861E+00 a        22     0     1     1    22
 -6.4422546247163348E-01 a        23     0     1     1    23
 -8.2699406959811073E-01 a        24     0     1     1    24
  3.3809392883673155E+00 a        25     0     1     1    25
 -1.6698814209700892E+00 a        26     0     2     1     1
 -1.1720631005652828E+00 a        27     0     2     1     2
 -2.7353081349529624E+00 a        28     0     2     1     3
 -3.4005836078440216E-01 a        29     0     2     1     4
 -6.0084362642025835E-01 a        30     0     2     1     5
 -3.2170578856054122E+00 a        31     0     2     1     6
  3.1192447834871789E-01 a        32     0     2     1     7
  1.3929718416036323E+00 a        33     0     2     1     8
 -6.5359725752903597E-01 a        34     0     2     1     9
  1.1910881187498235E+00 a        35     0     2     1    10
 -3.8942616107386692E+00 a        36     0     2     1    11
  1.2235518168144879E+00 a        37     0     2     1    12
 -1.1402660406538496E+00 a        38     0     2     1    13
  1.9377957490185309E+00 a        39     0     2     1    14
 -4.0481230558865461E-01 a        40     0     2     1    15
 -9.4865685084924906E-02 a        41     0     2     1    16
 -4.6721899179193001E+00 a        42     0     2     1    17
 -1.1949755993221629E+00 a        43     0     2     1    18
  2.4082995781596606E+00 a        44     0     2     1    19
  1.4311531628810084E+00 a        45     0     2     1    20
  1.8171343569840204E-01 a        46     0     2     1    21
 -1.1738438504948761E+00 a        47     0     2     1    22
  4.1738435713269445E-01 a        48     0     2     1    23
  1.0229568941163547E+00 a        49     0     2     1    24
 -4.1587494896637658E+00 a        50     0     2     1    25
  7.8473168096265700E-01 a        51     0     3     1     1
 -4.7144996286057317E-01 a        52     0     3     1     2
  2.0374510977173907E-01 a        53     0     3     1     3
 -2.4500619738524358E+00 a        54     0     3     1     4
 -3.2626052328299928E+00 a        55     0     3     1     5
 -7.6229097863749540E-01 a        56     0     3     1     6
 -2.3019677283631026E-01 a        57     0     3     1     7
  7.3481582303850479E-01 a        58     0     3     1     8
 -3.9242755365234050E+00 a        59     0     3     1     9
  1.6552533619102376E+00 a        60     0     3     1    10
  1.4638716034055392E+00 a        61     0     3     1    11
 -8.7840675894483389E-01 a        62     0     3     1    12
 -1.3287026163746778E+00 a        63     0     3     1    13
  2.1094434510424667E+00 a        64     0     3     1    14
 -4.9120636063583323E-01 a        65     0     3     1    15
 -1.9985755250614496E+00 a        66     0     3     1    16
 -2.3864302683535525E+00 a        67     0     3     1    17
 -1.2735778147141039E+00 a        68     0     3     1    18
  1.6846576163354698E+00 a        69     0     3     1    19
 -1.3357243712123126E+00 a        70     0     3     1    20
 -1.1166812990938522E+00 a        71     0     3     1    21
 -1.2981566194568690E+00 a        72     0     3     1    22
  3.4413723061107113E-02 a        73     0     3     1    23
  1.5800185767157078E+00 a        74     0     3     1    24
 -1.8684019398325258E+00 a        75     0     3     1    25
  2.0766379188384345E+00 a        76     0     4     1     1
 -1.1849236104778691E+00 a        77     0     4     1     2
 -2.8161950501868394E-01 a        78     0     4     1     3
 -1.2287873613307310E+00 a        79     0     4     1     4
 -1.8444962347495297E+00 a        80     0     4     1     5
 -1.6771010585394547E-01 a        81     0     4     1     6
 -1.1597520399118687E-01 a        82     0     4     1     7
  3.3985158314391228E-01 a        83     0     4     1     8
 -8.4128818377415671E-01 a        84     0     4     1     9
 -1.2117267965178908E+00 a        85     0     4     1    10
 -2.3106198448355921E+00 a        86     0     4     1    11
 -2.5605220247434559E+00 a        87     0     4     1    12
 -7.5177238707529259E-01 a        88     0     4     1    13
 -1.3298303651886529E+00 a        89     0     4     1    14
 -2.5115827691079734E-01 a        90     0     4     1    15
 -1.3612031375754683E+00 a        91     0     4     1    16
  1.2201949658255062E+00 a        92     0     4     1    17
 -2.8583221461250330E-01 a        93     0     4     1    18
  2.2642828321024261E-01 a        94     0     4     1    19
 -4.0367885567071249E-01 a        95     0     4     1    20
 -3.2506606712656559E-02 a        96     0     4     1    21
  1.4614109619936715E+00 a        97     0     4     1    22
 -1.2676149903817442E+00 a        98     0     4     1    23
  2.6744796156703948E-01 a        99     0     4     1    24
  8.7162315657514766E-01 a       100     0     4     1    25
 -5.9482708856385591E-01 a       101     0     5     1     1
  1.1462525279678336E-01 a       102     0     5     1     2
  7.2783037292855846E-01 a       103     0     5     1     3
 -1.4264088677979683E+00 a       104     0     5     1     4
  5.4756662971148440E-01 a       105     0     5     1     5
 -9.0920572682260237E-01 a       106     0     5     1     6
  6.9664387679024142E-01 a       107     0     5     1     7
