################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.3505411597976948E-01 a         1     0     1     1     1
 -1.6255654226457741E-01 a         2     0     1     1     2
  2.3947085620738726E-01 a         3     0     1     1     3
 -4.8749457373967653E-01 a         4     0     1     1     4
  1.0286325763042845E-01 a         5     0     1     1     5
  6.8994456844081153E-01 a         6     0     1     1     6
 -5.7646269613525428E-03 a         7     0     1     1     7
  5.1820357245873527E-01 a         8     0     1     1     8
 -9.2969248219345896E-03 a         9     0     1     1     9
  1.1255213508043176E-01 a        10     0     1     1    10
 -7.0935281988355336E-01 a        11     0     1     1    11
  6.6502748679561530E-01 a        12     0     1     1    12
  1.6915382084761985E-02 a        13     0     1     1    13
 -1.5910930688593081E-01 a        14     0     1     1    14
  3.6762977628117627E-01 a        15     0     1     1    15
 -7.0458320617735304E-01 a        16     0     1     1    16
 -1.0634597494266192E-01 a        17     0     1     1    17
 -2.6055461086222836E-01 a        18     0     1     1    18
  7.2068709789310063E-03 a        19     0     1     1    19
 -5.9232353149602596E-02 a        20     0     1     1    20
  5.8533446746552857E-02 a        21     0     1     1    21
 -5.5297831302092670E-01 a        22     0     1     1    22
  5.0719154864746507E-01 a        23     0     1     1    23
  5.6429426171204711E-01 a        24     0     1     1    24
 -2.6397943162281123E-01 a        25     0     1     1    25
  1.8504590343819453E-02 a        26     0     2     1     1
 -1.5941111204551459E-01 a        27     0     2     1     2
 -3.1168253386950456E-01 a        28     0     2     1     3
  2.8701319881042403E-01 a        29     0     2     1     4
 -2.8956240806370631E-01 a        30     0     2     1     5
  2.4670403863804902E-01 a        31     0     2     1     6
  1.4988749312903188E-01 a        32     0     2     1     7
 -2.7395038525665945E-02 a        33     0     2     1     8
  1.4720261504021212E-01 a        34     0     2     1     9
 -5.1950291803564774E-01 a        35     0     2     1    10
  5.5241010351994158E-01 a        36     0     2     1    11
  3.4928477266005120E-01 a        37     0     2     1    12
  1.2166122469964780E+00 a        38     0     2     1    13
 -2.2154764683388714E-01 a        39     0     2     1    14
 -5.1714597440529342E-01 a        40     0     2     1    15
 -3.3760602060732503E-01 a        41     0     2     1    16
 -5.3893622878480218E-01 a        42     0     2     1    17
 -2.4636621902063677E-01 a        43     0     2     1    18
 -1.2702783717954660E-01 a        44     0     2     1    19
  8.5663978734074019E-03 a        45     0     2     1    20
  6.3553730667904457E-02 a        46     0     2     1    21
  2.9120281835321456E-02 a        47     0     2     1    22
 -1.3360181272601698E-01 a        48     0     2     1    23
  2.4393524731953767E-01 a        49     0     2     1    24
  3.5204528260823137E-01 a        50     0     2     1    25
 -3.5533905013354183E-01 a        51     0     3     1     1
  6.8285463694223492E-01 a        52     0     3     1     2
  1.1564078474910078E-02 a        53     0     3     1     3
  4.2332561192427859E-01 a        54     0     3     1     4
 -5.9650630720291598E-01 a        55     0     3     1     5
 -6.7358593042972748E-01 a        56     0     3     1     6
 -1.7893780128134112E-02 a        57     0     3     1     7
  3.8802912417730784E-01 a        58     0     3     1     8
 -4.4980112089501201E-01 a        59     0     3     1     9
  9.3743139253155167E-02 a        60     0     3     1    10
  4.5550666824040487E-01 a        61     0     3     1    11
 -4.7996006377459655E-01 a        62     0     3     1    12
  6.3148472688130763E-01 a        63     0     3     1    13
 -6.0163133160770754E-01 a        64     0     3     1    14
 -3.8638771241664494E-01 a        65     0     3     1    15
  2.9160447416026536E-01 a        66     0     3     1    16
 -2.8469628968702593E-01 a        67     0     3     1    17
 -6.4499642736495899E-01 a        68     0     3     1    18
 -1.8509347949078822E-01 a        69     0     3     1    19
  4.5609356895201675E-01 a        70     0     3     1    20
 -7.9292462389408791E-02 a        71     0     3     1    21
 -3.8379763952339108E-01 a        72     0     3     1    22
 -5.2914235371670792E-01 a        73     0     3     1    23
 -5.9363195724712492E-01 a        74     0     3     1    24
 -4.1381875207345842E-01 a        75     0     3     1    25
 -1.6496688682805391E-01 a        76     0     4     1     1
  4.6887806124474019E-01 a        77     0     4     1     2
 -3.9016331209765793E-03 a        78     0     4     1     3
 -7.9467898594420250E-01 a        79     0     4     1     4
  1.8578664434294834E-01 a        80     0     4     1     5
 -3.5225013336393371E-02 a        81     0     4     1     6
 -4.6766019888694649E-01 a        82     0     4     1     7
 -4.6218507702709777E-01 a        83     0     4     1     8
  6.7761327690998718E-01 a        84     0     4     1     9
 -2.3162224921198507E-01 a        85     0     4     1    10
 -1.2885992684234995E+00 a        86     0     4     1    11
 -2.7799507794008610E-01 a        87     0     4     1    12
 -1.4474615569317155E+00 a        88     0     4     1    13
  3.5018749820952572E-01 a        89     0     4     1    14
  8.8725442296490253E-01 a        90     0     4     1    15
  6.1750737312334014E-01 a        91     0     4     1    16
  1.9907693043780275E-01 a        92     0     4     1    17
  2.3174718381001928E-02 a        93     0     4     1    18
  1.8494612451073239E-01 a        94     0     4     1    19
 -4.0653273168175735E-01 a        95     0     4     1    20
  3.0572172308854306E-01 a        96     0     4     1    21
 -2.3701999514853345E-01 a        97     0     4     1    22
  1.5367700545840073E-02 a        98     0     4     1    23
 -4.6929171257078400E-01 a        99     0     4     1    24
 -8.2995610836179468E-01 a       100     0     4     1    25
  4.5207224463143741E-01 a       101     0     5     1     1
 -7.3173046705745293E-01 a       102     0     5     1     2
  4.3735095149224557E-01 a       103     0     5     1     3
  1.8435210965780386E+00 a       104     0     5     1     4
 -2.3393111490060070E-02 a       105     0     5     1     5
  2.9722518134680387E-01 a       106     0     5     1     6
 -2.3717100192441821E-02 a       107     0     5     1     7
  6.7161788645301354E-02 a       108     0     5     1     8
 -1.0711962853262218E+00 a       109     0     5     1     9
  1.2244464168375629E-01 a       110     0     5     1    10
  1.3836400679623608E+00 a       111     0     5     1    11
  2.7282820003592462E-01 a       112     0     5     1    12
  2.9562869460319274E-01 a       113     0     5     1    13
 -1.0415783767568250E-01 a       114     0     5     1    14
 -2.3751950634381483E-01 a       115     0     5     1    15
 -1.6656280794675396E-01 a       116     0     5     1    16
 -3.1339290227727956E-01 a       117     0     5     1    17
  3.9029309141187168E-01 a       118     0     5     1    18
  5.0256114303140342E-01 a       119     0     5     1    19
  1.0307717322281018E+00 a       120     0     5     1    20
 -1.1458419969199423E+00 a       121     0     5     1    21
  3.9036829616166946E-02 a       122     0     5     1    22
 -1.5606637874918766E-01 a       123     0     5     1    23
  1.3739261598804404E+00 a       124     0     5     1    24
  8.5571561628321646E-01 a       125     0     5     1    25
 -2.8714406975963813E-01 a       126     0     6     1     1
 -2.8537751315741409E-02 a       127     0     6     1     2
  1.2088583419587841E-01 a       128     0     6     1     3
 -1.6995446360349395E-01 a       129     0     6     1     4
 -4.6910223763420233E-01 a       130     0     6     1     5
 -1.0080502721474864E+00 a       131     0     6     1     6
 -6.5574557938278724E-02 a       132     0     6     1     7
  1.1137955322816083E-01 a       133     0     6     1     8
 -5.2614150565768614E-01 a       134     0     6     1     9
 -7.2117275700451000E-01 a       135     0     6     1    10
  6.1766246099343525E-01 a       136     0     6     1    11
  3.9538038627315988E-02 a       137     0     6     1    12
  4.9214222414315151E-01 a       138     0     6     1    13
  2.8016663140393594E-01 a       139     0     6     1    14
  7.4976462539178571E-02 a       140     0     6     1    15
  2.4119774966565824E-01 a       141     0     6     1    16
 -5.5053726596202543E-02 a       142     0     6     1    17
  1.0222366331189801E-01 a       143     0     6     1    18
 -1.0221420471727338E-01 a       144     0     6     1    19
 -1.0834296561244163E+00 a       145     0     6     1    20
 -8.4047957133034934E-01 a       146     0     6     1    21
  3.9407825539769931E-01 a       147     0     6     1    22
  5.4372038757684697E-02 a       148     0     6     1    23
  7.0006952303402115E-01 a       149     0     6     1    24
  1.2575219569772009E+00 a       150     0     6     1    25
  3.5347632914722477E-01 a       151     0     7     1     1
 -3.2211647998407950E-01 a       152     0     7     1     2
 -8.0988441034281056E-01 a       153     0     7     1     3
  4.3190965569232764E-01 a       154     0     7     1     4
 -5.0448733700739345E-01 a       155     0     7     1     5
  3.4334240657798171E-01 a       156     0     7     1     6
  4.6688782306181231E-01 a       157     0     7     1     7
  2.4855482501732271E-01 a       158     0     7     1     8
  4.5205388063383777E-02 a       159     0     7     1     9
  8.0605173732413771E-02 a       160     0     7     1    10
 -3.7732163080638925E-01 a       161     0     7     1    11
  1.0952708217312747E-01 a       162     0     7     1    12
 -7.0108234279880910E-01 a       163     0     7     1    13
 -5.3212954720161597E-02 a       164     0     7     1    14
  6.6196468758921073E-02 a       165     0     7     1    15
 -5.6038162276386838E-01 a       166     0     7     1    16
  2.2300649910876932E-01 a       167     0     7     1    17
 -6.3660931534904208E-01 a       168     0     7     1    18
 -5.6062474484857495E-02 a       169     0     7     1    19
 -7.6893242523584593E-02 a       170     0     7     1    20
  2.2977477880035543E-01 a       171     0     7     1    21
 -8.3733231437785227E-01 a       172     0     7     1    22
  2.0074450129497781E-01 a       173     0     7     1    23
 -8.0322517313388153E-01 a       174     0     7     1    24
 -8.8050299251508235E-01 a       175     0     7     1    25
 -2.1377680480458713E-01 a       176     0     8     1     1
 -3.0083168615033246E-01 a       177     0     8     1     2
  8.6597793960655506E-02 a       178     0     8     1     3
 -3.8520511633595994E-01 a       179     0     8     1     4
  2.8341572147897232E-01 a       180     0     8     1     5
  7.6801842478122218E-02 a       181     0     8     1     6
 -2.8074471687014935E-02 a       182     0     8     1     7
  8.1920202623155233E-02 a       183     0     8     1     8
 -5.9624384860329060E-01 a       184     0     8     1     9
  4.7700330267743013E-01 a       185     0     8     1    10
  4.1168110612094501E-02 a       186     0     8     1    11
  2.0117229982017801E-01 a       187     0     8     1    12
  2.1535638348065722E-01 a       188     0     8     1    13
  8.5035398879026253E-02 a       189     0     8     1    14
 -1.1950207263526278E-02 a       190     0     8     1    15
  1.3315794664693456E-01 a       191     0     8     1    16
  6.7880409219533023E-03 a       192     0     8     1    17
 -5.7990466163925514E-01 a       193     0     8     1    18
  2.0935163786392005E-01 a       194     0     8     1    19
  1.1186732403884449E-01 a       195     0     8     1    20
 -3.2752908033866535E-01 a       196     0     8     1    21
 -4.8103508553354163E-01 a       197     0     8     1    22
  5.0507360135125834E-01 a       198     0     8     1    23
 -1.1073528095450529E-02 a       199     0     8     1    24
  9.1244117574572955E-03 a       200     0     8     1    25
 -9.1984488102353201E-01 a       201     0     9     1     1
  1.7037722893104162E-01 a       202     0     9     1     2
 -7.6102198022218326E-01 a       203     0     9     1     3
 -7.7378264820936613E-02 a       204     0     9     1     4
  6.1125503903479039E-01 a       205     0     9     1     5
  3.7352852432811950E-01 a       206     0     9     1     6
 -2.6437921615077842E-01 a       207     0     9     1     7
 -1.2282971422905307E+00 a       208     0     9     1     8
  7.4226786437917602E-01 a       209     0     9     1     9
 -5.8663484491685014E-02 a       210     0     9     1    10
 -8.4813454686199918E-01 a       211     0     9     1    11
 -9.9512882227244426E-01 a       212     0     9     1    12
 -1.9340993444959038E+00 a       213     0     9     1    13
  4.9507523362078565E-01 a       214     0     9     1    14
 -1.7750317803756657E-01 a       215     0     9     1    15
 -2.3677624599856048E-01 a       216     0     9     1    16
  7.4745315276476043E-01 a       217     0     9     1    17
 -7.1399368957146214E-02 a       218     0     9     1    18
 -2.9420614241729237E-01 a       219     0     9     1    19
  2.5504165509485177E-01 a       220     0     9     1    20
  7.1513761509987328E-01 a       221     0     9     1    21
  3.1879412083480586E-02 a       222     0     9     1    22
  1.4248651466949663E-01 a       223     0     9     1    23
 -5.4033669279595797E-01 a       224     0     9     1    24
 -1.6893442257180200E+00 a       225     0     9     1    25
  2.9216041379280433E-01 a       226     0    10     1     1
 -4.2049264985196400E-02 a       227     0    10     1     2
  6.7079322374413730E-01 a       228     0    10     1     3
  6.3602143292827351E-01 a       229     0    10     1     4
 -5.6523998597817614E-02 a       230     0    10     1     5
  9.3188194613089348E-01 a       231     0    10     1     6
  1.4230723468295198E-01 a       232     0    10     1     7
 -9.5745845447823510E-02 a       233     0    10     1     8
  8.5226027752537334E-02 a       234     0    10     1     9
 -3.3810711214254935E-01 a       235     0    10     1    10
  8.5271859162049302E-01 a       236     0    10     1    11
  5.0580254731273300E-01 a       237     0    10     1    12
  1.2507176497722774E+00 a       238     0    10     1    13
 -1.0023964182243659E+00 a       239     0    10     1    14
 -2.0035840647453873E-01 a       240     0    10     1    15
  2.8894582628220977E-01 a       241     0    10     1    16
 -3.7051743638215306E-01 a       242     0    10     1    17
  3.6404112388639172E-02 a       243     0    10     1    18
  7.3474551558772228E-01 a       244     0    10     1    19
 -3.2497501927890654E-01 a       245     0    10     1    20
 -4.7486001083836371E-01 a       246     0    10     1    21
 -3.8874916706892126E-01 a       247     0    10     1    22
 -9.2261588965511321E-01 a       248     0    10     1    23
  5.6727149537528432E-01 a       249     0    10     1    24
  1.8909201183851723E+00 a       250     0    10     1    25
  3.2038418558532855E-01 a       251     0    11     1     1
 -9.0257727029641965E-02 a       252     0    11     1     2
  1.4190321874305711E-01 a       253     0    11     1     3
  8.8988805343018451E-01 a       254     0    11     1     4
 -4.2005819130834104E-01 a       255     0    11     1     5
 -9.3835341412037476E-02 a       256     0    11     1     6
 -4.6737170136251151E-02 a       257     0    11     1     7
  4.5817692126579684E-01 a       258     0    11     1     8
 -1.7905200543594524E-01 a       259     0    11     1     9
 -2.8091456640125517E-01 a       260     0    11     1    10
  7.4355153249742278E-01 a       261     0    11     1    11
  6.0981079731904764E-01 a       262     0    11     1    12
  9.3077037886176195E-01 a       263     0    11     1    13
 -2.3569952931888380E-01 a       264     0    11     1    14
  6.0208998889150003E-02 a       265     0    11     1    15
  5.1479553156827440E-01 a       266     0    11     1    16
 -2.0323809328156545E-01 a       267     0    11     1    17
  9.4633205460976200E-02 a       268     0    11     1    18
 -4.9638856286171144E-02 a       269     0    11     1    19
 -2.2142431420849285E-01 a       270     0    11     1    20
 -5.9422917675024411E-01 a       271     0    11     1    21
  5.7810281713484690E-01 a       272     0    11     1    22
  2.7749469224330037E-01 a       273     0    11     1    23
 -7.4566857555208110E-01 a       274     0    11     1    24
  1.1178134720092636E+00 a       275     0    11     1    25
  1.9581049501103201E-01 a       276     0    12     1     1
 -6.4191556160238181E-02 a       277     0    12     1     2
 -5.1488594448357867E-03 a       278     0    12     1     3
 -6.3390033646907817E-01 a       279     0    12     1     4
  1.3892826435401720E-01 a       280     0    12     1     5
 -5.7292147082786224E-02 a       281     0    12     1     6
 -6.2546362106302678E-01 a       282     0    12     1     7
 -4.3366539825204831E-01 a       283     0    12     1     8
 -3.2840781724186602E-01 a       284     0    12     1     9
  1.8738223287174383E-01 a       285     0    12     1    10
 -1.7708382543089303E+00 a       286     0    12     1    11
  3.8384799342600320E-02 a       287     0    12     1    12
 -1.8036316567723600E+00 a       288     0    12     1    13
  8.3382338811825563E-01 a       289     0    12     1    14
  6.0464794247381415E-01 a       290     0    12     1    15
 -5.0893851976665694E-01 a       291     0    12     1    16
  1.1215453680671932E+00 a       292     0    12     1    17
  2.4285328235532316E-01 a       293     0    12     1    18
 -7.6170075060980180E-01 a       294     0    12     1    19
  2.1623716708338855E-01 a       295     0    12     1    20
  9.2156073751556022E-01 a       296     0    12     1    21
  5.8360363470562104E-01 a       297     0    12     1    22
  3.2956236484008944E-02 a       298     0    12     1    23
 -2.0579888963110296E-01 a       299     0    12     1    24
 -1.7066820058442287E+00 a       300     0    12     1    25
 -4.7370358980331283E-02 a       301     0    13     1     1
 -7.6829093513013380E-01 a       302     0    13     1     2
 -3.2317308497189245E-01 a       303     0    13     1     3
 -5.5719963326980337E-01 a       304     0    13     1     4
  3.4869984757959199E-01 a       305     0    13     1     5
  3.3030238216646729E-01 a       306     0    13     1     6
 -4.7069794583970564E-01 a       307     0    13     1     7
 -2.1426736001824451E-01 a       308     0    13     1     8
  2.1294697916099975E-01 a       309     0    13     1     9
  7.5561660884102044E-02 a       310     0    13     1    10
 -4.7871244320736078E-01 a       311     0    13     1    11
  1.0065043825828705E-01 a       312     0    13     1    12
 -6.1739712771622779E-01 a       313     0    13     1    13
  6.3365359235711016E-01 a       314     0    13     1    14
  4.1039400620982946E-01 a       315     0    13     1    15
 -3.4088694962876193E-01 a       316     0    13     1    16
  3.6594577433779120E-02 a       317     0    13     1    17
  4.5214031326094328E-01 a       318     0    13     1    18
 -2.6875951590909303E-01 a       319     0    13     1    19
 -3.1696874084491605E-01 a       320     0    13     1    20
 -4.1260865039064142E-02 a       321     0    13     1    21
  3.3147332206499275E-01 a       322     0    13     1    22
  2.9719903799372960E-01 a       323     0    13     1    23
  4.3671745992986294E-01 a       324     0    13     1    24
  1.1116470127647028E-01 a       325     0    13     1    25
  4.3504045286842247E-01 a       326     0    14     1     1
  1.8765422130407933E-01 a       327     0    14     1     2
  1.8564353160954761E-01 a       328     0    14     1     3
  6.5914245793448878E-01 a       329     0    14     1     4
 -1.3520605267922839E-01 a       330     0    14     1     5
 -1.4056565536556789E+00 a       331     0    14     1     6
  1.6764389011780714E-01 a       332     0    14     1     7
  8.9252322352228519E-01 a       333     0    14     1     8
 -7.7238048553489602E-01 a       334     0    14     1     9
 -8.6353414988968119E-02 a       335     0    14     1    10
  1.0284438901675910E+00 a       336     0    14     1    11
 -2.9000982920380630E-01 a       337     0    14     1    12
  3.9213359671018566E-01 a       338     0    14     1    13
 -7.4458353960068924E-01 a       339     0    14     1    14
 -4.2207189440712717E-01 a       340     0    14     1    15
  1.5017027935795751E-01 a       341     0    14     1    16
 -6.9849174424710458E-01 a       342     0    14     1    17
 -3.9232304363119036E-01 a       343     0    14     1    18
 -5.8318639106485426E-01 a       344     0    14     1    19
  8.6070654317192768E-02 a       345     0    14     1    20
 -7.6009892193375894E-01 a       346     0    14     1    21
  5.1558417122365241E-01 a       347     0    14     1    22
  3.7714963871248325E-01 a       348     0    14     1    23
 -4.3914270613732365E-01 a       349     0    14     1    24
  8.1465619833870906E-01 a       350     0    14     1    25
 -5.5946903162799833E-01 a       351     0    15     1     1
  5.2146109963972753E-01 a       352     0    15     1     2
 -3.8478883541183218E-01 a       353     0    15     1     3
 -1.5679797180570825E+00 a       354     0    15     1     4
 -5.1653707176722012E-02 a       355     0    15     1     5
  5.0841269007601153E-01 a       356     0    15     1     6
  2.9260026550794527E-01 a       357     0    15     1     7
 -4.1261473689475309E-01 a       358     0    15     1     8
  1.1365955106018690E+00 a       359     0    15     1     9
  3.1989605740082266E-01 a       360     0    15     1    10
 -9.1443322484038381E-01 a       361     0    15     1    11
 -1.2987891821200720E-01 a       362     0    15     1    12
  3.3417313291947182E-01 a       363     0    15     1    13
  2.0198589825183433E-01 a       364     0    15     1    14
  6.8521286993964953E-02 a       365     0    15     1    15
 -6.0553818894045354E-02 a       366     0    15     1    16
  1.9462699628821487E-01 a       367     0    15     1    17
  2.1592339325385584E-01 a       368     0    15     1    18
  1.7748398188386715E-02 a       369     0    15     1    19
 -6.4253209111517862E-01 a       370     0    15     1    20
  1.1543430015612657E+00 a       371     0    15     1    21
 -3.4384340628773696E-01 a       372     0    15     1    22
 -1.7243325076401628E-01 a       373     0    15     1    23
 -6.2034473368435428E-01 a       374     0    15     1    24
 -3.5673728310355357E-01 a       375     0    15     1    25
  1.2984267895489224E-01 a       376     0    16     1     1
  1.1149552254271822E+00 a       377     0    16     1     2
  8.4552551386567243E-01 a       378     0    16     1     3
 -4.0247699699105699E-01 a       379     0    16     1     4
 -4.1616533240381826E-01 a       380     0    16     1     5
 -1.6129027346276179E+00 a       381     0    16     1     6
  5.9661028491747439E-02 a       382     0    16     1     7
 -2.5482145508048726E-01 a       383     0    16     1     8
 -4.5819124309736886E-01 a       384     0    16     1     9
  4.5337392339403637E-01 a       385     0    16     1    10
  2.5086002289326215E-01 a       386     0    16     1    11
 -2.6730452978371133E-01 a       387     0    16     1    12
  3.0223317683820894E-01 a       388     0    16     1    13
 -5.8259270050933532E-01 a       389     0    16     1    14
 -1.4176082866271302E+00 a       390     0    16     1    15
 -7.3990648901596456E-02 a       391     0    16     1    16
 -9.4888611235083087E-01 a       392     0    16     1    17
 -2.6875626697086441E-01 a       393     0    16     1    18
  2.2433500163781508E-01 a       394     0    16     1    19
  4.7946658281931454E-02 a       395     0    16     1    20
