################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.8513752886277508E-01 a         1     0     1     1     1
 -2.2150332484542514E+00 a         2     0     1     1     2
  2.6685930156328413E-01 a         3     0     1     1     3
 -1.2704487870485064E+00 a         4     0     1     1     4
 -1.4764881388317341E+00 a         5     0     1     1     5
  2.0290322113879857E+00 a         6     0     1     1     6
  2.4889738534539592E+00 a         7     0     1     1     7
  5.6611658142865151E-01 a         8     0     1     1     8
 -2.0693497224226549E+00 a         9     0     1     1     9
  3.6216101524042438E-01 a        10     0     1     1    10
 -2.3776471036791300E-01 a        11     0     1     1    11
  3.7022604077642915E+00 a        12     0     1     1    12
 -1.0852203755109586E+00 a        13     0     1     1    13
 -2.3760141070923835E+00 a        14     0     1     1    14
  4.1612233120604714E+00 a        15     0     1     1    15
  3.6338867586514356E-01 a        16     0     1     1    16
 -7.8601626398924074E-01 a        17     0     1     1    17
  1.7354456299312855E+00 a        18     0     1     1    18
  1.3419096614382706E-01 a        19     0     1     1    19
 -1.8188299979377704E+00 a        20     0     1     1    20
  2.8643727369460565E+00 a        21     0     1     1    21
 -1.7705682358101227E-01 a        22     0     1     1    22
 -1.3675826891996086E+00 a        23     0     1     1    23
  2.9785667562121859E-01 a        24     0     1     1    24
  8.9162732590355220E-01 a        25     0     1     1    25
  2.6708042975026974E-01 a        26     0     2     1     1
 -8.7859254330217773E-01 a        27     0     2     1     2
 -2.2986019997202470E-01 a        28     0     2     1     3
  2.1252830728570706E+00 a        29     0     2     1     4
 -5.7788345864950568E+00 a        30     0     2     1     5
  7.5609301635673754E-01 a        31     0     2     1     6
 -6.9998867362209838E-02 a        32     0     2     1     7
 -4.7177664055312296E-01 a        33     0     2     1     8
 -2.9612204790735306E+00 a        34     0     2     1     9
 -2.1641230291889757E+00 a        35     0     2     1    10
 -1.2467893339885245E+00 a        36     0     2     1    11
  2.3505643397097029E+00 a        37     0     2     1    12
 -8.4879494260564070E-01 a        38     0     2     1    13
  2.4545371053258505E+00 a        39     0     2     1    14
 -2.8533211713196008E-02 a        40     0     2     1    15
  9.7623045308853473E-01 a        41     0     2     1    16
  4.0867825980646444E+00 a        42     0     2     1    17
  1.4709675906702293E+00 a        43     0     2     1    18
  2.0415607256364727E+00 a        44     0     2     1    19
  3.1702155907965688E+00 a        45     0     2     1    20
 -2.0711531883320602E-01 a        46     0     2     1    21
 -9.5769760286485484E-01 a        47     0     2     1    22
 -1.6438143491336610E+00 a        48     0     2     1    23
  1.2991741440597304E+00 a        49     0     2     1    24
 -2.8640541447059502E+00 a        50     0     2     1    25
  2.1179109166749672E+00 a        51     0     3     1     1
 -3.6663113219765309E-01 a        52     0     3     1     2
 -1.2404016234532296E-01 a        53     0     3     1     3
  1.8801303051760940E+00 a        54     0     3     1     4
 -1.9268418690359188E+00 a        55     0     3     1     5
  2.1389447407588249E+00 a        56     0     3     1     6
 -1.4078590094957601E+00 a        57     0     3     1     7
  2.6048168558954505E+00 a        58     0     3     1     8
  2.7750784597306106E+00 a        59     0     3     1     9
  4.8136431426635773E-01 a        60     0     3     1    10
  5.6342982010099119E-01 a        61     0     3     1    11
  2.3251402720988272E+00 a        62     0     3     1    12
  8.7679618621169642E-01 a        63     0     3     1    13
 -2.1494819253092295E-01 a        64     0     3     1    14
  2.7761007918627443E+00 a        65     0     3     1    15
 -1.6599811540708049E+00 a        66     0     3     1    16
 -6.8331131069772655E-01 a        67     0     3     1    17
 -2.2608669882200902E+00 a        68     0     3     1    18
  2.3219055074612327E+00 a        69     0     3     1    19
 -2.8574272417555346E+00 a        70     0     3     1    20
 -2.5175618013909351E+00 a        71     0     3     1    21
 -8.3835378647953485E-02 a        72     0     3     1    22
  1.5019176657216757E+00 a        73     0     3     1    23
  2.9365755826929996E-01 a        74     0     3     1    24
  1.0913933171750694E+00 a        75     0     3     1    25
  5.4147984701265850E-01 a        76     0     4     1     1
 -1.6632871767944797E+00 a        77     0     4     1     2
 -1.4864926505440645E+00 a        78     0     4     1     3
  3.7834385004113369E-01 a        79     0     4     1     4
  1.8772742064211245E+00 a        80     0     4     1     5
  1.1538253381361030E+00 a        81     0     4     1     6
  1.0886228915027409E+00 a        82     0     4     1     7
 -1.1174908554087237E+00 a        83     0     4     1     8
 -8.6517281831554993E-01 a        84     0     4     1     9
  8.1669406686275003E-01 a        85     0     4     1    10
 -1.4523228283955769E+00 a        86     0     4     1    11
 -3.0883409531984074E-01 a        87     0     4     1    12
 -3.3769302104911243E+00 a        88     0     4     1    13
  1.1757553652804553E+00 a        89     0     4     1    14
 -2.6157207607753477E+00 a        90     0     4     1    15
 -6.9977013484759099E-01 a        91     0     4     1    16
 -4.6735363233095413E+00 a        92     0     4     1    17
 -2.7366565628341708E+00 a        93     0     4     1    18
  5.0637768303841346E+00 a        94     0     4     1    19
 -2.7171703621883481E+00 a        95     0     4     1    20
  1.8153728265906330E-01 a        96     0     4     1    21
 -3.6057203796803194E-01 a        97     0     4     1    22
 -1.7254110029586116E+00 a        98     0     4     1    23
 -1.6832228369704907E+00 a        99     0     4     1    24
  2.5282518946892738E+00 a       100     0     4     1    25
 -1.3859312510761874E+00 a       101     0     5     1     1
  1.3188804559581158E+00 a       102     0     5     1     2
  1.1854060146266945E+00 a       103     0     5     1     3
  3.0874476101673869E+00 a       104     0     5     1     4
  4.4542637353421799E-01 a       105     0     5     1     5
 -1.9384694700302754E+00 a       106     0     5     1     6
 -2.2100497658854068E+00 a       107     0     5     1     7
 -1.6488426889068990E+00 a       108     0     5     1     8
 -1.1669673871645083E+00 a       109     0     5     1     9
 -2.1412325152134040E+00 a       110     0     5     1    10
  4.4496991002233316E-01 a       111     0     5     1    11
 -3.5935441159101091E+00 a       112     0     5     1    12
 -1.8975396898935453E+00 a       113     0     5     1    13
  4.7634177267946654E-01 a       114     0     5     1    14
 -5.8715017408542778E+00 a       115     0     5     1    15
  6.9290950242456373E-01 a       116     0     5     1    16
  1.8886817235149305E+00 a       117     0     5     1    17
 -1.1568064618622462E+00 a       118     0     5     1    18
  6.3652955431250258E-01 a       119     0     5     1    19
  1.2117200641783072E+00 a       120     0     5     1    20
 -1.1857339561473093E+00 a       121     0     5     1    21
  7.3367718729883985E-02 a       122     0     5     1    22
  1.1394114559559907E+00 a       123     0     5     1    23
  3.4062897150286164E-01 a       124     0     5     1    24
 -1.7080152935207371E+00 a       125     0     5     1    25
 -4.2316989572506924E-01 a       126     0     6     1     1
  3.1781689966157054E+00 a       127     0     6     1     2
  3.0270819712756407E+00 a       128     0     6     1     3
 -2.4054507195899566E+00 a       129     0     6     1     4
  7.9272130445668827E+00 a       130     0     6     1     5
 -1.5267176288530471E+00 a       131     0     6     1     6
  1.3174265955267019E+00 a       132     0     6     1     7
  1.7574405830866935E+00 a       133     0     6     1     8
  4.9761570078900892E+00 a       134     0     6     1     9
  3.0859264925337793E+00 a       135     0     6     1    10
  1.3274000550674474E+00 a       136     0     6     1    11
 -3.8006389757536900E+00 a       137     0     6     1    12
  9.0432439045476365E-01 a       138     0     6     1    13
 -6.1204347793735332E+00 a       139     0     6     1    14
 -5.7442701030134802E-01 a       140     0     6     1    15
 -1.6569290859255690E+00 a       141     0     6     1    16
 -5.1389128772505384E+00 a       142     0     6     1    17
 -2.3171210020109583E+00 a       143     0     6     1    18
 -3.3762159192187120E+00 a       144     0     6     1    19
 -3.6756708603054684E+00 a       145     0     6     1    20
 -8.2279480705020980E-01 a       146     0     6     1    21
  8.4211994003413304E-01 a       147     0     6     1    22
  1.6068974964153417E+00 a       148     0     6     1    23
 -1.4603523035389256E+00 a       149     0     6     1    24
  3.3989417588607460E+00 a       150     0     6     1    25
 -6.2478758000275569E-01 a       151     0     7     1     1
 -5.7255681497660948E-01 a       152     0     7     1     2
  1.6514460145227874E+00 a       153     0     7     1     3
 -4.5683755407788347E+00 a       154     0     7     1     4
  3.7517888383463118E+00 a       155     0     7     1     5
  8.0217367613623825E-01 a       156     0     7     1     6
 -1.3769696029136325E+00 a       157     0     7     1     7
 -7.6654610742564087E+00 a       158     0     7     1     8
 -5.5313254760281287E+00 a       159     0     7     1     9
 -4.1848137892633819E+00 a       160     0     7     1    10
 -5.9647206519387437E+00 a       161     0     7     1    11
 -6.2701193800033792E+00 a       162     0     7     1    12
 -4.8941023528323804E+00 a       163     0     7     1    13
  4.4191949623411251E+00 a       164     0     7     1    14
 -4.7937247850851179E+00 a       165     0     7     1    15
  1.8314139495430950E+00 a       166     0     7     1    16
  6.5571075103878620E+00 a       167     0     7     1    17
 -8.4965879376750952E-01 a       168     0     7     1    18
