################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.1423700384317854E-02 a         1     0     1     1     1
  2.2094459203728295E-01 a         2     0     1     1     2
  7.7155804623062052E-01 a         3     0     1     1     3
  8.4665390475756164E-01 a         4     0     1     1     4
  1.7000747395969579E-01 a         5     0     1     1     5
  5.6714395324887645E-01 a         6     0     1     1     6
 -6.2542654863559688E-01 a         7     0     1     1     7
  1.5571715257785912E+00 a         8     0     1     1     8
  6.4287571751425709E-01 a         9     0     1     1     9
 -2.7119946437273590E-01 a        10     0     1     1    10
 -3.4056521175885285E-01 a        11     0     1     1    11
 -2.0229994087593814E+00 a        12     0     1     1    12
 -3.1443889955498772E-01 a        13     0     1     1    13
  1.7487552345993267E+00 a        14     0     1     1    14
 -5.0900678258429088E-01 a        15     0     1     1    15
 -4.3219181638672632E-01 a        16     0     1     1    16
  1.7786601615786999E+00 a        17     0     1     1    17
 -5.8995047291800284E-01 a        18     0     1     1    18
 -1.5371931759666430E-01 a        19     0     1     1    19
 -1.1284770874072538E+00 a        20     0     1     1    20
  6.5164195712925677E-01 a        21     0     1     1    21
  1.8565273203803764E-01 a        22     0     1     1    22
  9.0316613606915841E-01 a        23     0     1     1    23
 -3.5084044793924063E-01 a        24     0     1     1    24
 -9.2561209111097709E-01 a        25     0     1     1    25
 -4.6871912880490696E-01 a        26     0     2     1     1
  8.7392404863965523E-01 a        27     0     2     1     2
 -1.1060242846128407E+00 a        28     0     2     1     3
 -9.0125206552818815E-01 a        29     0     2     1     4
 -1.2827021444865300E-01 a        30     0     2     1     5
 -1.2599832178383303E+00 a        31     0     2     1     6
  8.3854958298182136E-01 a        32     0     2     1     7
 -3.2127277192302182E+00 a        33     0     2     1     8
 -6.0143263157234894E-01 a        34     0     2     1     9
  9.2477799012075979E-02 a        35     0     2     1    10
  7.1546046068660307E-01 a        36     0     2     1    11
  1.7440709915122772E+00 a        37     0     2     1    12
  8.8625897554901312E-01 a        38     0     2     1    13
 -3.6008960817700424E+00 a        39     0     2     1    14
  6.9786655687706467E-01 a        40     0     2     1    15
  1.2560227595818709E+00 a        41     0     2     1    16
 -1.7382958314509918E+00 a        42     0     2     1    17
 -1.6024284051946247E+00 a        43     0     2     1    18
  2.9893703438786418E-04 a        44     0     2     1    19
  2.5131239507346428E+00 a        45     0     2     1    20
 -1.5970539612328696E+00 a        46     0     2     1    21
  1.2207763485713616E+00 a        47     0     2     1    22
 -1.4443742953967877E+00 a        48     0     2     1    23
  1.7858028015645264E-01 a        49     0     2     1    24
  2.4332504028844180E+00 a        50     0     2     1    25
 -4.0570937753473056E-02 a        51     0     3     1     1
  9.5064316997461540E-02 a        52     0     3     1     2
  6.2137114891550949E-01 a        53     0     3     1     3
  3.2569390833028074E-02 a        54     0     3     1     4
 -3.3382563261777687E-01 a        55     0     3     1     5
 -5.8472997066408361E-01 a        56     0     3     1     6
  3.6705539917965979E-01 a        57     0     3     1     7
 -8.8196397963426665E-01 a        58     0     3     1     8
 -2.0941843178322941E+00 a        59     0     3     1     9
  1.1202480026614909E+00 a        60     0     3     1    10
 -1.7400254295396462E+00 a        61     0     3     1    11
 -5.4353812278372260E-01 a        62     0     3     1    12
 -4.0468993813140303E-01 a        63     0     3     1    13
  9.1349916582962687E-01 a        64     0     3     1    14
 -5.5850655193070819E-01 a        65     0     3     1    15
  1.1424534686872474E+00 a        66     0     3     1    16
 -3.4107771709615703E-01 a        67     0     3     1    17
  3.8214252282744171E-01 a        68     0     3     1    18
 -2.0680906115980102E+00 a        69     0     3     1    19
 -6.3346844580131145E-01 a        70     0     3     1    20
  9.7609597480573684E-01 a        71     0     3     1    21
  1.5937537187450450E+00 a        72     0     3     1    22
 -8.2006133563117922E-01 a        73     0     3     1    23
 -3.7372684842364939E-01 a        74     0     3     1    24
 -1.6002066124289266E-01 a        75     0     3     1    25
 -7.3758191133051454E-01 a        76     0     4     1     1
 -1.2918387788842449E+00 a        77     0     4     1     2
 -3.7241735559041617E-01 a        78     0     4     1     3
  8.9337345209547825E-01 a        79     0     4     1     4
  1.3743480808898573E-01 a        80     0     4     1     5
  5.4112924488010183E-01 a        81     0     4     1     6
  1.6864623125618865E+00 a        82     0     4     1     7
  3.1257839618363825E-01 a        83     0     4     1     8
  2.9825053234974869E-01 a        84     0     4     1     9
  1.2316495891873558E+00 a        85     0     4     1    10
  1.1017235098121644E-01 a        86     0     4     1    11
 -6.1956956437465660E-01 a        87     0     4     1    12
  3.3359002817784794E-01 a        88     0     4     1    13
  4.4929090491595880E-01 a        89     0     4     1    14
  1.6393104324733865E-01 a        90     0     4     1    15
  2.3547544555411384E-01 a        91     0     4     1    16
 -6.8937426920749389E-01 a        92     0     4     1    17
 -2.5071873174474474E-01 a        93     0     4     1    18
 -7.9444119306746019E-01 a        94     0     4     1    19
 -2.4848018122479051E-01 a        95     0     4     1    20
 -9.7662525224941199E-01 a        96     0     4     1    21
 -2.0534748603965123E+00 a        97     0     4     1    22
  5.3840130623058913E-01 a        98     0     4     1    23
  6.6088557678837512E-01 a        99     0     4     1    24
  2.3659365663144121E-02 a       100     0     4     1    25
 -8.3518892741797274E-02 a       101     0     5     1     1
 -1.3513333823964438E-01 a       102     0     5     1     2
 -5.8786017711990390E-01 a       103     0     5     1     3
 -3.1769041431877143E-01 a       104     0     5     1     4
  2.9044268405225965E-01 a       105     0     5     1     5
  2.9162464175817226E-01 a       106     0     5     1     6
 -3.3475329059489761E-01 a       107     0     5     1     7
 -1.7340201769880684E-01 a       108     0     5     1     8
  3.8946141734097017E-01 a       109     0     5     1     9
  2.0252619338081032E-01 a       110     0     5     1    10
 -2.8781187122303167E-02 a       111     0     5     1    11
 -1.9462966627200634E-01 a       112     0     5     1    12
  2.0435413094759824E-01 a       113     0     5     1    13
  1.6932556437368268E-01 a       114     0     5     1    14
 -3.0033572086417981E-01 a       115     0     5     1    15
 -7.2855454618454274E-02 a       116     0     5     1    16
  2.8949299360032105E-01 a       117     0     5     1    17
  3.4639842082406669E-01 a       118     0     5     1    18
 -7.8403343602227935E-02 a       119     0     5     1    19
  7.8859930457112343E-02 a       120     0     5     1    20
 -5.6341194519829985E-01 a       121     0     5     1    21
  1.1695905244809590E+00 a       122     0     5     1    22
 -2.8451226386112854E-01 a       123     0     5     1    23
  8.6172125467327609E-02 a       124     0     5     1    24
  1.6637838050343301E-02 a       125     0     5     1    25
  1.2833240395682599E-01 a       126     0     6     1     1
 -5.4378778042947655E-02 a       127     0     6     1     2
 -7.8451712638530313E-01 a       128     0     6     1     3
  1.4789562030531513E+00 a       129     0     6     1     4
 -5.5616414047129081E-01 a       130     0     6     1     5
  1.4914884315677174E-01 a       131     0     6     1     6
 -1.1615985982340211E+00 a       132     0     6     1     7
  1.4297145418683201E+00 a       133     0     6     1     8
  2.3297524142541186E+00 a       134     0     6     1     9
 -1.4112077820708169E+00 a       135     0     6     1    10
  3.0101503074104281E+00 a       136     0     6     1    11
 -1.1772891563467072E-02 a       137     0     6     1    12
  1.1346670996612387E+00 a       138     0     6     1    13
 -8.6767933854904977E-01 a       139     0     6     1    14
 -1.7387773887513958E-01 a       140     0     6     1    15
 -4.1625646241420639E-01 a       141     0     6     1    16
  1.8536892267701799E+00 a       142     0     6     1    17
 -1.8917758349339778E-01 a       143     0     6     1    18
  1.1222480192124431E+00 a       144     0     6     1    19
  1.7824219325021720E+00 a       145     0     6     1    20
 -1.2373570223409038E+00 a       146     0     6     1    21
 -1.7293462265527153E+00 a       147     0     6     1    22
  2.1599031434571838E+00 a       148     0     6     1    23
  3.0376150767540529E-02 a       149     0     6     1    24
  2.9310230787652375E-01 a       150     0     6     1    25
  9.9129172873183369E-01 a       151     0     7     1     1
  1.0477175118578752E+00 a       152     0     7     1     2
  9.2637135055644981E-01 a       153     0     7     1     3
  3.5017088183297224E-01 a       154     0     7     1     4
 -6.7178247084849418E-01 a       155     0     7     1     5
 -1.0985722172228554E+00 a       156     0     7     1     6
 -1.6283653173320962E+00 a       157     0     7     1     7
 -1.5101827138937993E-01 a       158     0     7     1     8
  1.5691489662685115E-02 a       159     0     7     1     9
 -1.7813554473817157E+00 a       160     0     7     1    10
  5.9685299420617099E-01 a       161     0     7     1    11
  1.3034438298565092E+00 a       162     0     7     1    12
  1.1749499437123752E+00 a       163     0     7     1    13
  3.1800364825787980E-01 a       164     0     7     1    14
  1.0149921446291435E-02 a       165     0     7     1    15
 -6.8222531921337637E-01 a       166     0     7     1    16
  1.3863296286297547E-01 a       167     0     7     1    17
  4.8514285274370866E-01 a       168     0     7     1    18
  5.8309724175147104E-01 a       169     0     7     1    19
  3.0888300174737554E-01 a       170     0     7     1    20
  1.4010438577077238E+00 a       171     0     7     1    21
  1.7366206526210957E+00 a       172     0     7     1    22
