################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -5.0896118438487559E-01 a         1     0     1     1     1
 -2.2942603846329304E-01 a         2     0     1     1     2
 -9.3601604741380984E-01 a         3     0     1     1     3
 -1.2932673219765531E-01 a         4     0     1     1     4
  7.8973738391965687E-01 a         5     0     1     1     5
  1.4166528082393923E-01 a         6     0     1     1     6
 -5.7473074992785263E-02 a         7     0     1     1     7
  7.0953802451181852E-02 a         8     0     1     1     8
 -3.8287237012950098E-01 a         9     0     1     1     9
  1.0365708028258422E+00 a        10     0     1     1    10
  4.6422351442990217E-01 a        11     0     1     1    11
  7.2125421849523230E-01 a        12     0     1     1    12
  1.7914655772808971E-01 a        13     0     1     1    13
  7.4336470398501248E-02 a        14     0     1     1    14
 -4.5021511508733508E-01 a        15     0     1     1    15
  7.3759250970623647E-01 a        16     0     1     1    16
  7.0931575524623969E-01 a        17     0     1     1    17
 -2.1187602074368317E-01 a        18     0     1     1    18
  5.9028293634135576E-01 a        19     0     1     1    19
  5.9589819409001177E-01 a        20     0     1     1    20
 -7.8576051580306810E-02 a        21     0     1     1    21
  9.8729424054576131E-01 a        22     0     1     1    22
  3.2790852795724590E-01 a        23     0     1     1    23
  1.5595427591762872E+00 a        24     0     1     1    24
  3.1432370116835761E-03 a        25     0     1     1    25
  7.4945676935085925E-01 a        26     0     2     1     1
 -1.4979729066983285E+00 a        27     0     2     1     2
 -2.6026564056028328E-01 a        28     0     2     1     3
 -8.9793704659373752E-02 a        29     0     2     1     4
 -3.0533377235447412E-01 a        30     0     2     1     5
  6.6187299481041406E-01 a        31     0     2     1     6
 -4.6754975834602630E-01 a        32     0     2     1     7
 -7.1517626790375244E-01 a        33     0     2     1     8
 -3.8518547702698452E-01 a        34     0     2     1     9
 -1.6329211072942722E+00 a        35     0     2     1    10
  1.4646625852130793E-01 a        36     0     2     1    11
 -1.2144012595635557E-02 a        37     0     2     1    12
 -7.6465160416412248E-01 a        38     0     2     1    13
  8.9139376457971020E-01 a        39     0     2     1    14
  5.1158979727872700E-01 a        40     0     2     1    15
 -1.2623473087696693E+00 a        41     0     2     1    16
  1.7193358213461962E-01 a        42     0     2     1    17
 -2.7883057425899593E-01 a        43     0     2     1    18
  4.1526737236954686E-01 a        44     0     2     1    19
  1.5715207691348615E-01 a        45     0     2     1    20
  7.4880841137996068E-01 a        46     0     2     1    21
 -1.1590701254152149E+00 a        47     0     2     1    22
  1.8484567581580222E-01 a        48     0     2     1    23
  1.0866141300859299E-01 a        49     0     2     1    24
  6.2490331017398892E-01 a        50     0     2     1    25
  1.4392743352567881E+00 a        51     0     3     1     1
 -4.2762258569861727E-01 a        52     0     3     1     2
  8.4976308155372782E-01 a        53     0     3     1     3
  1.2440320433727117E-01 a        54     0     3     1     4
 -1.9301825012628755E+00 a        55     0     3     1     5
  3.5441238004873665E-01 a        56     0     3     1     6
 -4.7855344423838297E-01 a        57     0     3     1     7
  4.4462516163618487E-01 a        58     0     3     1     8
  1.0848203743450382E+00 a        59     0     3     1     9
 -4.6180840513819177E-01 a        60     0     3     1    10
 -5.9695642386241365E-01 a        61     0     3     1    11
  2.8751521107830812E-03 a        62     0     3     1    12
 -5.0781601013180133E-01 a        63     0     3     1    13
  1.7823267904874152E-01 a        64     0     3     1    14
  5.2952300138410868E-01 a        65     0     3     1    15
 -2.1094348382021896E-01 a        66     0     3     1    16
 -3.1479272373824785E-01 a        67     0     3     1    17
  8.2548468136474951E-01 a        68     0     3     1    18
 -2.0589196810313304E-01 a        69     0     3     1    19
 -8.7754575036182592E-01 a        70     0     3     1    20
  6.4008545386835092E-01 a        71     0     3     1    21
 -1.0649593715026897E+00 a        72     0     3     1    22
  4.3674505637972572E-01 a        73     0     3     1    23
 -1.0547195135980911E+00 a        74     0     3     1    24
  9.2109700900205960E-01 a        75     0     3     1    25
 -1.4859768153728357E+00 a        76     0     4     1     1
  2.8192022418320279E+00 a        77     0     4     1     2
  4.3575392150719261E-01 a        78     0     4     1     3
  3.4886276595084370E-01 a        79     0     4     1     4
  8.4908533419975896E-01 a        80     0     4     1     5
 -2.4293275282517435E+00 a        81     0     4     1     6
  4.0143415988996689E-01 a        82     0     4     1     7
  2.8805791872643671E-01 a        83     0     4     1     8
  9.9527057696182253E-01 a        84     0     4     1     9
  2.4480827935755243E+00 a        85     0     4     1    10
 -1.4783894605375320E-01 a        86     0     4     1    11
 -6.7435586671659242E-01 a        87     0     4     1    12
  1.4841474987260963E+00 a        88     0     4     1    13
 -1.6504030897504751E-01 a        89     0     4     1    14
 -1.0131992961274117E+00 a        90     0     4     1    15
  1.5518488350702913E+00 a        91     0     4     1    16
 -5.0482701676076236E-01 a        92     0     4     1    17
  1.0092018350082530E+00 a        93     0     4     1    18
  1.4026281716265662E-01 a        94     0     4     1    19
  3.4437308455346349E-01 a        95     0     4     1    20
 -6.0743487172235577E-01 a        96     0     4     1    21
  8.1696651605144233E-01 a        97     0     4     1    22
 -1.7614718613985103E-01 a        98     0     4     1    23
  8.7524924640598512E-01 a        99     0     4     1    24
 -4.2425793378686211E-01 a       100     0     4     1    25
  9.1287694147651843E-01 a       101     0     5     1     1
 -1.4371408037314237E+00 a       102     0     5     1     2
 -3.0247740239870963E-01 a       103     0     5     1     3
  2.9603131585972808E-01 a       104     0     5     1     4
 -5.9450042361250555E-01 a       105     0     5     1     5
  1.6355927953015950E+00 a       106     0     5     1     6
 -1.1916849157722134E+00 a       107     0     5     1     7
  7.8804135263145714E-01 a       108     0     5     1     8
 -7.8613466648587360E-01 a       109     0     5     1     9
 -4.5077124015435388E-01 a       110     0     5     1    10
 -3.4278454175044942E-01 a       111     0     5     1    11
  1.1476548602187744E+00 a       112     0     5     1    12
 -1.2219120292809635E+00 a       113     0     5     1    13
 -1.0285605269551521E+00 a       114     0     5     1    14
 -5.1227136913365956E-01 a       115     0     5     1    15
  3.1923544085908001E-01 a       116     0     5     1    16
 -1.9722747718504530E-01 a       117     0     5     1    17
 -1.2779038175701818E+00 a       118     0     5     1    18
 -9.9561849421438375E-01 a       119     0     5     1    19
  7.2947617876185677E-01 a       120     0     5     1    20
 -5.8862598217573103E-01 a       121     0     5     1    21
 -1.1642373462887861E+00 a       122     0     5     1    22
 -7.2461310428568104E-01 a       123     0     5     1    23
  1.3354439035447191E-01 a       124     0     5     1    24
  2.4813353587673487E-01 a       125     0     5     1    25
 -1.7877638880004781E-01 a       126     0     6     1     1
 -2.3471544826566865E-01 a       127     0     6     1     2
  1.1008896145775919E-01 a       128     0     6     1     3
  1.6637525577798618E-01 a       129     0     6     1     4
  1.9994784551630457E-01 a       130     0     6     1     5
 -1.8446590935258589E-01 a       131     0     6     1     6
  5.7470083694293483E-01 a       132     0     6     1     7
  7.7886921459203795E-01 a       133     0     6     1     8
  3.0008014406352113E-01 a       134     0     6     1     9
 -2.0409486957385498E-01 a       135     0     6     1    10
  1.2307236678668032E+00 a       136     0     6     1    11
 -8.7635593174925175E-01 a       137     0     6     1    12
 -5.9032818137101421E-02 a       138     0     6     1    13
  3.2043279834569854E-01 a       139     0     6     1    14
 -1.0917018630044424E+00 a       140     0     6     1    15
 -4.3943209713877107E-01 a       141     0     6     1    16
  1.5354511656950840E+00 a       142     0     6     1    17
 -1.9928802233668137E+00 a       143     0     6     1    18
 -1.7716524586484586E+00 a       144     0     6     1    19
