################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.7034299361012604E+00 a         1     0     1     1     1
  3.4678528065622516E-01 a         2     0     1     1     2
  1.4847118601145501E+00 a         3     0     1     1     3
  5.2366261458669361E-01 a         4     0     1     1     4
  5.8686753068906972E-01 a         5     0     1     1     5
  4.5915052030540177E-01 a         6     0     1     1     6
  4.8752040981956213E-01 a         7     0     1     1     7
 -1.3012756248799501E-01 a         8     0     1     1     8
  1.2303884809459447E+00 a         9     0     1     1     9
  1.8968547695324294E+00 a        10     0     1     1    10
 -9.8010717628893285E-01 a        11     0     1     1    11
 -7.5670082856158127E-01 a        12     0     1     1    12
  1.7067037511526384E-01 a        13     0     1     1    13
  6.1017080718307248E-01 a        14     0     1     1    14
 -7.9396951228343160E-01 a        15     0     1     1    15
 -2.4281255966879917E-01 a        16     0     1     1    16
 -4.2292222646805838E-01 a        17     0     1     1    17
  9.8190731766384584E-02 a        18     0     1     1    18
  1.4714618029595932E+00 a        19     0     1     1    19
 -1.4914639106505336E+00 a        20     0     1     1    20
 -1.6445239452140747E+00 a        21     0     1     1    21
 -3.8334161329559624E-01 a        22     0     1     1    22
 -3.4671898958341341E-01 a        23     0     1     1    23
  8.8186644352305721E-01 a        24     0     1     1    24
  6.5483664499277894E-01 a        25     0     1     1    25
 -1.0519947143869651E-01 a        26     0     2     1     1
  4.8860025202876300E-01 a        27     0     2     1     2
  8.3425281674777785E-01 a        28     0     2     1     3
  3.2800056690377827E-01 a        29     0     2     1     4
 -6.2365372747707859E-01 a        30     0     2     1     5
 -9.8044234910582950E-01 a        31     0     2     1     6
  2.3169969167518140E-01 a        32     0     2     1     7
 -7.7776149405128425E-01 a        33     0     2     1     8
  1.8251104593342160E+00 a        34     0     2     1     9
  1.4492478609809585E+00 a        35     0     2     1    10
  1.9425493627274510E+00 a        36     0     2     1    11
  7.9978330515123519E-01 a        37     0     2     1    12
  1.1637848382702212E+00 a        38     0     2     1    13
 -4.0396765112500693E-01 a        39     0     2     1    14
 -1.0725241193765435E-01 a        40     0     2     1    15
 -6.4543360488620227E-01 a        41     0     2     1    16
 -1.2395016322741328E+00 a        42     0     2     1    17
  2.4970030271858246E+00 a        43     0     2     1    18
 -1.0007482663077496E+00 a        44     0     2     1    19
  9.8589741646084039E-01 a        45     0     2     1    20
