################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  6.7549448077902668E-02 a         1     0     1     1     1
 -3.8402829657743437E-01 a         2     0     1     1     2
 -2.7826244816324830E+00 a         3     0     1     1     3
  5.5357695805036411E-01 a         4     0     1     1     4
  2.1344919433203327E+00 a         5     0     1     1     5
  3.5011121185859921E+00 a         6     0     1     1     6
  1.6173549788519850E-01 a         7     0     1     1     7
 -8.2602967041136444E-01 a         8     0     1     1     8
  1.4731893002220706E+00 a         9     0     1     1     9
  4.8267062659721111E-02 a        10     0     1     1    10
  1.5108355203683976E+00 a        11     0     1     1    11
  2.3121101534879061E+00 a        12     0     1     1    12
 -1.2370441093720426E-01 a        13     0     1     1    13
 -1.4201115178656123E+00 a        14     0     1     1    14
 -3.0990181192028560E-01 a        15     0     1     1    15
  1.1150149548322832E+00 a        16     0     1     1    16
 -2.0489036184319631E+00 a        17     0     1     1    17
  1.1673812696989188E+00 a        18     0     1     1    18
  1.8970734518018342E+00 a        19     0     1     1    19
  1.9678029630449123E-01 a        20     0     1     1    20
 -2.8006739675419962E-01 a        21     0     1     1    21
  1.3008531725725441E+00 a        22     0     1     1    22
 -1.8189444009715539E-01 a        23     0     1     1    23
  1.3961254381458226E+00 a        24     0     1     1    24
 -1.6204691263659113E-01 a        25     0     1     1    25
  3.2311941446258013E-01 a        26     0     2     1     1
 -1.9718220112505438E+00 a        27     0     2     1     2
 -2.7015806905727220E+00 a        28     0     2     1     3
 -1.3817475122236942E+00 a        29     0     2     1     4
 -9.0068411950238880E-01 a        30     0     2     1     5
  7.2885545318321676E-01 a        31     0     2     1     6
  6.8277494973438013E-01 a        32     0     2     1     7
 -4.0389172528208078E-01 a        33     0     2     1     8
  3.6569157026411597E-01 a        34     0     2     1     9
 -9.2144524011744458E-03 a        35     0     2     1    10
  2.7413783696127112E+00 a        36     0     2     1    11
  4.7056007878317990E-01 a        37     0     2     1    12
 -1.6437833587328424E-02 a        38     0     2     1    13
  1.7150829881731600E-01 a        39     0     2     1    14
  5.7957323723739718E-01 a        40     0     2     1    15
 -3.3401336863628578E-01 a        41     0     2     1    16
  1.2181052048294354E+00 a        42     0     2     1    17
 -1.8832408047159055E+00 a        43     0     2     1    18
  8.0764584976622233E-01 a        44     0     2     1    19
 -3.6022896149717665E-01 a        45     0     2     1    20
  6.4614028691985526E-01 a        46     0     2     1    21
