################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.4335737880132291E-01 a         1     0     1     1     1
 -2.4833612881428605E-02 a         2     0     1     1     2
  1.3527640953579714E-01 a         3     0     1     1     3
  2.2840181871649023E-01 a         4     0     1     1     4
 -3.2030593434413118E-01 a         5     0     1     1     5
  2.4124326036978688E-01 a         6     0     1     1     6
  7.7689732950589424E-02 a         7     0     1     1     7
 -8.0581328399307164E-02 a         8     0     1     1     8
 -4.5296597122862020E-02 a         9     0     1     1     9
 -5.2723916705690592E-02 a        10     0     1     1    10
 -1.3367119550997403E-01 a        11     0     1     1    11
 -2.0210931817404507E-01 a        12     0     1     1    12
  4.1153333757881556E-02 a        13     0     1     1    13
 -3.1729181087008201E-02 a        14     0     1     1    14
  7.2198686775281828E-01 a        15     0     1     1    15
  2.5420141915361566E-01 a        16     0     1     1    16
 -4.4638875517080007E-01 a        17     0     1     1    17
  1.7219120363840090E-01 a        18     0     1     1    18
  1.5296485630498055E-01 a        19     0     1     1    19
  2.7153190631840879E-01 a        20     0     1     1    20
 -1.2150335153156715E-01 a        21     0     1     1    21
 -6.3473815363619596E-02 a        22     0     1     1    22
 -3.2501406584671005E-01 a        23     0     1     1    23
  3.6544543962394493E-01 a        24     0     1     1    24
  2.7657781882497501E-01 a        25     0     1     1    25
  5.1877950769134784E-01 a        26     0     2     1     1
 -4.3447455126865785E-02 a        27     0     2     1     2
  2.6209636664464692E-01 a        28     0     2     1     3
  1.5793561645891191E-01 a        29     0     2     1     4
 -2.1604272460161447E-01 a        30     0     2     1     5
  2.9143123174055419E-01 a        31     0     2     1     6
  3.2061263452617517E-01 a        32     0     2     1     7
  4.6497376298939047E-01 a        33     0     2     1     8
  1.7173761747274210E-01 a        34     0     2     1     9
  4.6545315135667620E-01 a        35     0     2     1    10
 -6.5564007766907698E-02 a        36     0     2     1    11
  5.6130282396770281E-01 a        37     0     2     1    12
  2.9444456923529971E-01 a        38     0     2     1    13
  3.3467256125817746E-01 a        39     0     2     1    14
 -3.1843226266024721E-01 a        40     0     2     1    15
 -4.0101637611479263E-01 a        41     0     2     1    16
 -2.4940362693936291E-02 a        42     0     2     1    17
 -4.6722942783215360E-01 a        43     0     2     1    18
 -8.6379428366401625E-02 a        44     0     2     1    19
 -1.1729046212316419E-01 a        45     0     2     1    20
  1.5432114078783654E-01 a        46     0     2     1    21
 -3.2756865093236776E-01 a        47     0     2     1    22
  9.2814829247279407E-01 a        48     0     2     1    23
 -1.1903807688421680E-02 a        49     0     2     1    24
 -2.8461543018242297E-01 a        50     0     2     1    25
 -7.3332804961217402E-01 a        51     0     3     1     1
 -3.0258265340805823E-01 a        52     0     3     1     2
  9.3814505902548209E-02 a        53     0     3     1     3
 -8.2398988757643765E-01 a        54     0     3     1     4
 -4.6228355247213487E-01 a        55     0     3     1     5
 -3.0152055249052184E-01 a        56     0     3     1     6
 -9.9283655204020466E-02 a        57     0     3     1     7
 -8.8603686354086567E-02 a        58     0     3     1     8
 -4.0601259312379939E-01 a        59     0     3     1     9
 -1.6764780374925595E-01 a        60     0     3     1    10
 -2.2265775507856492E-01 a        61     0     3     1    11
 -4.6972423977955280E-01 a        62     0     3     1    12
  1.1680342799858977E-01 a        63     0     3     1    13
 -5.8876322192797459E-01 a        64     0     3     1    14
 -6.0672298983580508E-02 a        65     0     3     1    15
 -1.7295611312824699E-01 a        66     0     3     1    16
  3.2217165979172552E-01 a        67     0     3     1    17
 -1.6372586101889014E-01 a        68     0     3     1    18
  3.5265834620851444E-01 a        69     0     3     1    19
 -1.5353882253415643E-01 a        70     0     3     1    20
 -1.0783811862643519E-01 a        71     0     3     1    21
 -4.1226958050321766E-01 a        72     0     3     1    22
 -3.1781424636061356E-01 a        73     0     3     1    23
  2.7575295730933075E-01 a        74     0     3     1    24
  5.5879828590690594E-01 a        75     0     3     1    25
  4.9859892257953004E-01 a        76     0     4     1     1
  1.0593439760452235E-01 a        77     0     4     1     2
 -2.1381115616767546E-01 a        78     0     4     1     3
 -1.8526058518004074E-01 a        79     0     4     1     4
  4.9641507058219697E-01 a        80     0     4     1     5
  1.4823528786544712E-01 a        81     0     4     1     6
 -2.5163396215841655E-01 a        82     0     4     1     7
 -9.5026654724644263E-02 a        83     0     4     1     8
  3.9792870554392484E-02 a        84     0     4     1     9
 -2.1561246798264874E-01 a        85     0     4     1    10
 -1.1290290879955116E-01 a        86     0     4     1    11
 -3.7981145286755191E-01 a        87     0     4     1    12
 -2.4519503244992180E-01 a        88     0     4     1    13
  3.2348402600601223E-01 a        89     0     4     1    14
 -6.8060867056574131E-02 a        90     0     4     1    15
  9.5983506629346474E-02 a        91     0     4     1    16
 -6.8800910193943743E-02 a        92     0     4     1    17
 -2.6369153090745062E-01 a        93     0     4     1    18
 -2.4065033049443738E-01 a        94     0     4     1    19
  2.9890477505589419E-01 a        95     0     4     1    20
 -9.4340682979246387E-02 a        96     0     4     1    21
  3.5121747999177383E-01 a        97     0     4     1    22
 -1.1248017275668837E-01 a        98     0     4     1    23
  4.4972939568158893E-01 a        99     0     4     1    24
  8.9524940828381153E-02 a       100     0     4     1    25
 -2.1396679363362597E-01 a       101     0     5     1     1
  1.1983622081075630E-02 a       102     0     5     1     2
  1.5046453380972694E-01 a       103     0     5     1     3
  7.9473188446180384E-02 a       104     0     5     1     4
 -2.8440495390604825E-01 a       105     0     5     1     5
  1.4479251764109238E-01 a       106     0     5     1     6
  9.0471321210968837E-03 a       107     0     5     1     7
 -5.2100827040092758E-02 a       108     0     5     1     8
 -6.2603431039343418E-02 a       109     0     5     1     9
  8.0999497175353319E-02 a       110     0     5     1    10
 -7.9675541244097078E-02 a       111     0     5     1    11
 -2.4808916362753053E-01 a       112     0     5     1    12
 -2.4463311113572073E-02 a       113     0     5     1    13
  5.4124694530920239E-02 a       114     0     5     1    14
  3.8514543308529831E-01 a       115     0     5     1    15
  1.0099539718070766E-01 a       116     0     5     1    16
 -4.1710277466362372E-01 a       117     0     5     1    17
  1.1196934219540859E-01 a       118     0     5     1    18
 -9.3192764480700185E-02 a       119     0     5     1    19
  2.6869216704496784E-01 a       120     0     5     1    20
  3.2964318534597768E-02 a       121     0     5     1    21
 -8.1848456000141803E-02 a       122     0     5     1    22
 -3.4053742213515287E-01 a       123     0     5     1    23
  1.7143433264775804E-01 a       124     0     5     1    24
  7.1112206986278126E-02 a       125     0     5     1    25
  1.1547132178584961E-01 a       126     0     6     1     1
  5.8300927792815024E-03 a       127     0     6     1     2
 -6.5418317226425077E-02 a       128     0     6     1     3
  2.9031405327042381E-01 a       129     0     6     1     4
  4.6530530702470518E-01 a       130     0     6     1     5
  2.3959256372200283E-01 a       131     0     6     1     6
  2.0324852602745844E-01 a       132     0     6     1     7
  4.3701504903859673E-01 a       133     0     6     1     8
  1.8207129750732640E-01 a       134     0     6     1     9
  3.7392442057160574E-01 a       135     0     6     1    10
  2.4496516811053248E-01 a       136     0     6     1    11
  1.8621224684661047E-01 a       137     0     6     1    12
  1.7546153439421230E-01 a       138     0     6     1    13
  1.8329809697651156E-01 a       139     0     6     1    14
 -3.3540603565390104E-01 a       140     0     6     1    15
 -3.4480558233373504E-01 a       141     0     6     1    16
 -2.9938466119907203E-01 a       142     0     6     1    17
 -2.2533083057924941E-01 a       143     0     6     1    18
 -1.5807379329076959E-01 a       144     0     6     1    19
 -6.4251217545594777E-02 a       145     0     6     1    20
  8.6596223405107489E-02 a       146     0     6     1    21
 -1.5279483424024873E-01 a       147     0     6     1    22
  3.7275546139034188E-01 a       148     0     6     1    23
 -1.1958847795841113E-01 a       149     0     6     1    24
 -1.7783791659578346E-01 a       150     0     6     1    25
  5.0963994370200980E-02 a       151     0     7     1     1
 -1.8171826651198980E-01 a       152     0     7     1     2
 -4.3774221851988603E-03 a       153     0     7     1     3
 -5.4453052014354172E-02 a       154     0     7     1     4
 -4.1062514511366505E-01 a       155     0     7     1     5
 -1.9595332630347564E-01 a       156     0     7     1     6
  4.1009552406019778E-02 a       157     0     7     1     7
 -8.5350974108137689E-02 a       158     0     7     1     8
 -4.7606750599919395E-01 a       159     0     7     1     9
 -4.5066529338798178E-02 a       160     0     7     1    10
  2.4835955583498059E-02 a       161     0     7     1    11
 -1.9685404601753695E-01 a       162     0     7     1    12
  1.5316334388272954E-01 a       163     0     7     1    13
 -2.2823665440385582E-01 a       164     0     7     1    14
  3.9140246372547240E-02 a       165     0     7     1    15
 -9.2120415516359314E-02 a       166     0     7     1    16
  1.2372615149755747E-01 a       167     0     7     1    17
  1.4004589208944615E-01 a       168     0     7     1    18
 -9.9019899430800376E-03 a       169     0     7     1    19
 -1.7216365003498640E-01 a       170     0     7     1    20
 -1.4141120519519693E-02 a       171     0     7     1    21
 -3.2192319421196891E-01 a       172     0     7     1    22
 -1.5615585692357892E-01 a       173     0     7     1    23
 -9.2553496064771393E-05 a       174     0     7     1    24
  3.7171812328652698E-01 a       175     0     7     1    25
  3.7039350260013182E-01 a       176     0     8     1     1
  4.6776610222693561E-02 a       177     0     8     1     2
 -1.5923609716303419E-01 a       178     0     8     1     3
 -2.6794467069566702E-01 a       179     0     8     1     4
 -7.3656551315167518E-02 a       180     0     8     1     5
  5.8164156465587473E-02 a       181     0     8     1     6
 -1.5096194090254084E-01 a       182     0     8     1     7
 -3.4765487955520108E-01 a       183     0     8     1     8
  7.5610733645342432E-02 a       184     0     8     1     9
 -1.7994880391585054E-02 a       185     0     8     1    10
 -5.8793545532474616E-02 a       186     0     8     1    11
 -5.2199693251626426E-02 a       187     0     8     1    12
 -2.2951127709466890E-01 a       188     0     8     1    13
 -1.3033321587701716E-01 a       189     0     8     1    14
 -2.2023735798807315E-02 a       190     0     8     1    15
  7.6500222893790146E-02 a       191     0     8     1    16
 -3.5144740154949550E-01 a       192     0     8     1    17
 -1.2029860423239067E-01 a       193     0     8     1    18
 -2.5633264858961602E-01 a       194     0     8     1    19
  3.7273868261066218E-01 a       195     0     8     1    20
 -2.4692592035824354E-01 a       196     0     8     1    21
  2.2306180293243608E-01 a       197     0     8     1    22
 -9.7351245315850307E-02 a       198     0     8     1    23
 -2.0377684333498930E-02 a       199     0     8     1    24
  1.7734054529964655E-02 a       200     0     8     1    25
 -1.7601944445606615E-01 a       201     0     9     1     1
 -8.0976470265622824E-02 a       202     0     9     1     2
 -7.1264984271036877E-02 a       203     0     9     1     3
 -8.7015430078189217E-03 a       204     0     9     1     4
 -1.1275302353269746E-01 a       205     0     9     1     5
 -1.4119976253781563E-01 a       206     0     9     1     6
 -2.2328207858390492E-01 a       207     0     9     1     7
  7.7208035633459682E-02 a       208     0     9     1     8
 -4.1184189980871318E-02 a       209     0     9     1     9
 -2.0822181823545113E-01 a       210     0     9     1    10
 -1.0703029261926450E-01 a       211     0     9     1    11
 -1.5493291464048420E-01 a       212     0     9     1    12
 -6.1207296367764057E-02 a       213     0     9     1    13
 -4.3376929230422981E-02 a       214     0     9     1    14
 -7.2557212559870660E-02 a       215     0     9     1    15
 -8.8155935758272989E-04 a       216     0     9     1    16
 -2.6629116488705051E-03 a       217     0     9     1    17
 -1.2113267441867637E-01 a       218     0     9     1    18
  1.3158893170204543E-02 a       219     0     9     1    19
 -9.0086552562045653E-03 a       220     0     9     1    20
  1.0373367694192287E-01 a       221     0     9     1    21
  4.6008656660639788E-02 a       222     0     9     1    22
 -1.6262677938121406E-01 a       223     0     9     1    23
  1.0002744733646610E-01 a       224     0     9     1    24
 -1.1063816334116477E-01 a       225     0     9     1    25
  1.3409353013191075E-01 a       226     0    10     1     1
 -5.8523314289914245E-02 a       227     0    10     1     2
 -2.7913020742370265E-01 a       228     0    10     1     3
  7.2315231858365608E-02 a       229     0    10     1     4
  6.8453559396938490E-01 a       230     0    10     1     5
  1.5187608748993817E-01 a       231     0    10     1     6
 -1.1884797091857005E-01 a       232     0    10     1     7
  8.5475180337150250E-02 a       233     0    10     1     8
  1.1012409655058555E-01 a       234     0    10     1     9
  1.1104069204669656E-01 a       235     0    10     1    10
  4.7466739080777254E-01 a       236     0    10     1    11
  1.2281219847396339E-01 a       237     0    10     1    12
  2.8414203352660490E-02 a       238     0    10     1    13
 -3.9694786126331146E-04 a       239     0    10     1    14
 -1.0645487750775681E-01 a       240     0    10     1    15
 -3.4909160498958686E-01 a       241     0    10     1    16
 -2.5529015917386605E-01 a       242     0    10     1    17
  3.0397128729419121E-01 a       243     0    10     1    18
  1.6495976575489339E-02 a       244     0    10     1    19
  3.0364946028042789E-01 a       245     0    10     1    20
  6.2860042203581254E-02 a       246     0    10     1    21
 -2.0440966410521635E-01 a       247     0    10     1    22
 -4.8584865398780493E-02 a       248     0    10     1    23
 -2.4210202472206729E-01 a       249     0    10     1    24
 -2.7417950467624335E-02 a       250     0    10     1    25
  4.4010023005730170E-01 a       251     0    11     1     1
 -5.6208843659948299E-02 a       252     0    11     1     2
 -1.6185795606912057E-01 a       253     0    11     1     3
  4.0444775703780628E-01 a       254     0    11     1     4
 -3.6781992429127032E-02 a       255     0    11     1     5
 -1.9723727479441336E-01 a       256     0    11     1     6
  2.2860785411736298E-01 a       257     0    11     1     7
 -1.1226467831976526E-01 a       258     0    11     1     8
 -1.7754076626943024E-01 a       259     0    11     1     9
  3.0461338543868366E-01 a       260     0    11     1    10
 -9.1505163749294918E-02 a       261     0    11     1    11
  3.3572925800297099E-01 a       262     0    11     1    12
 -4.9238172378323959E-02 a       263     0    11     1    13
  1.8595490622789845E-01 a       264     0    11     1    14
 -7.8331666927927701E-02 a       265     0    11     1    15
 -9.7032725971487432E-02 a       266     0    11     1    16
 -4.4905701775900364E-02 a       267     0    11     1    17
 -1.4811317661065265E-01 a       268     0    11     1    18
  1.1561615152970063E-02 a       269     0    11     1    19
  1.7997234802761175E-01 a       270     0    11     1    20
 -4.9928783597790079E-02 a       271     0    11     1    21
 -8.3102716024479564E-02 a       272     0    11     1    22
  1.2879442062457216E-01 a       273     0    11     1    23
 -2.2313735210624904E-02 a       274     0    11     1    24
