################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.5066773349428400E-01 a         1     0     1     1     1
  2.5079778084021248E-01 a         2     0     1     1     2
  8.6049451183128595E-02 a         3     0     1     1     3
  3.0419445105227794E-01 a         4     0     1     1     4
 -1.4895592702815316E-01 a         5     0     1     1     5
  3.3327134220926963E-01 a         6     0     1     1     6
 -1.8696111381345842E-01 a         7     0     1     1     7
 -1.9074781461827514E-01 a         8     0     1     1     8
 -9.6900862810103350E-02 a         9     0     1     1     9
 -4.3798760890078908E-01 a        10     0     1     1    10
  4.6548851677596775E-01 a        11     0     1     1    11
  6.8363044481661162E-01 a        12     0     1     1    12
 -6.5015701478458254E-02 a        13     0     1     1    13
  1.7765814227485491E-01 a        14     0     1     1    14
 -2.6424981257023950E-01 a        15     0     1     1    15
  2.2801129808442518E-02 a        16     0     1     1    16
 -4.8613939691160929E-01 a        17     0     1     1    17
 -3.7057516628394899E-01 a        18     0     1     1    18
  4.3213571361919983E-01 a        19     0     1     1    19
  3.3115501628617143E-02 a        20     0     1     1    20
  1.2228559067180850E-01 a        21     0     1     1    21
 -6.7743128661098134E-02 a        22     0     1     1    22
 -8.9247775825916476E-02 a        23     0     1     1    23
 -1.4435312416965576E-01 a        24     0     1     1    24
 -3.2359930944132004E-01 a        25     0     1     1    25
 -1.9541447897865208E-01 a        26     0     2     1     1
 -1.0294462452584367E-01 a        27     0     2     1     2
 -2.2560933189331644E-01 a        28     0     2     1     3
 -6.3891189157353223E-01 a        29     0     2     1     4
 -6.1173971594555698E-01 a        30     0     2     1     5
 -5.5340200888424035E-02 a        31     0     2     1     6
  9.4336897851921092E-02 a        32     0     2     1     7
  5.8955308706794073E-02 a        33     0     2     1     8
  7.7352104538412758E-01 a        34     0     2     1     9
 -1.0689578789273091E-01 a        35     0     2     1    10
 -9.7999108140541302E-02 a        36     0     2     1    11
 -3.7755676494126789E-01 a        37     0     2     1    12
 -1.8880514409459379E-01 a        38     0     2     1    13
 -9.6843089438580863E-03 a        39     0     2     1    14
  3.4371545803011677E-01 a        40     0     2     1    15
 -1.6275327293959183E-01 a        41     0     2     1    16
 -3.4716547463607694E-02 a        42     0     2     1    17
 -2.5890931686305459E-02 a        43     0     2     1    18
 -1.2299297405526737E-01 a        44     0     2     1    19
 -8.2907850265219213E-02 a        45     0     2     1    20
 -1.3306929772874029E-01 a        46     0     2     1    21
 -1.7535159602817602E-01 a        47     0     2     1    22
 -5.0465003121645959E-02 a        48     0     2     1    23
  3.3878930497302943E-02 a        49     0     2     1    24
 -4.8642471461357972E-02 a        50     0     2     1    25
 -1.5173275505699021E-02 a        51     0     3     1     1
