################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -9.4961317547202731E-02 a         1     0     1     1     1
  1.3058475990389398E-01 a         2     0     1     1     2
 -1.1848656146698120E+00 a         3     0     1     1     3
 -8.7250985918721746E-01 a         4     0     1     1     4
 -8.2092146795952625E-01 a         5     0     1     1     5
  2.2227053607788447E-01 a         6     0     1     1     6
  4.6004273942189944E-01 a         7     0     1     1     7
 -1.9534216066101473E-01 a         8     0     1     1     8
  2.1560088984136916E-03 a         9     0     1     1     9
 -6.9131395703937926E-01 a        10     0     1     1    10
 -3.6198941435025744E-01 a        11     0     1     1    11
  4.8119906455844286E-01 a        12     0     1     1    12
 -1.8556745951344630E-01 a        13     0     1     1    13
 -1.9602730077237545E+00 a        14     0     1     1    14
  1.6751090608182420E-01 a        15     0     1     1    15
  2.4906896921889583E+00 a        16     0     1     1    16
 -5.6993691739827068E-01 a        17     0     1     1    17
  4.8560058764613924E-02 a        18     0     1     1    18
 -3.9786019998287625E-01 a        19     0     1     1    19
  7.7531442920405452E-02 a        20     0     1     1    20
 -1.1163304504130143E+00 a        21     0     1     1    21
 -1.2395159376010252E+00 a        22     0     1     1    22
 -6.7063569684219837E-01 a        23     0     1     1    23
  1.4729366000731922E-01 a        24     0     1     1    24
 -1.9143920157735779E+00 a        25     0     1     1    25
  1.4732461485275233E-01 a        26     0     2     1     1
 -1.0631640457869598E+00 a        27     0     2     1     2
  2.2292991158280895E+00 a        28     0     2     1     3
 -9.7734168525290799E-01 a        29     0     2     1     4
 -4.9224099762767459E-01 a        30     0     2     1     5
 -1.6151633281606654E+00 a        31     0     2     1     6
 -8.9167972834686160E-01 a        32     0     2     1     7
 -1.5636920944063148E+00 a        33     0     2     1     8
 -2.9374110148657634E-01 a        34     0     2     1     9
  9.6164454001195676E-01 a        35     0     2     1    10
