################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.5781611448771786E+00 a         1     0     1     1     1
  2.0275491350952648E+00 a         2     0     1     1     2
 -6.3924811796996250E-01 a         3     0     1     1     3
  1.5153048721660662E+00 a         4     0     1     1     4
  2.8059143852455852E+00 a         5     0     1     1     5
  1.2458739536807204E+00 a         6     0     1     1     6
 -2.0077923983614947E+00 a         7     0     1     1     7
 -9.3417462347754998E-01 a         8     0     1     1     8
 -4.4070555618046781E-01 a         9     0     1     1     9
  1.2037839545789613E+00 a        10     0     1     1    10
  1.1480867309703584E+00 a        11     0     1     1    11
  6.4104123596830287E-01 a        12     0     1     1    12
 -2.5823212699693325E+00 a        13     0     1     1    13
  3.7352821630817985E+00 a        14     0     1     1    14
  1.1535055472118949E+00 a        15     0     1     1    15
 -3.6183888297554934E-01 a        16     0     1     1    16
  2.6668655092764348E-01 a        17     0     1     1    17
  1.4336932684939989E+00 a        18     0     1     1    18
 -1.1079191952614058E+00 a        19     0     1     1    19
  5.0083600692824488E+00 a        20     0     1     1    20
 -6.6809231446850936E-01 a        21     0     1     1    21
 -2.1591919400839292E+00 a        22     0     1     1    22
 -1.1412185678984095E+00 a        23     0     1     1    23
 -3.2535469049563898E-01 a        24     0     1     1    24
  4.0867311171396231E-01 a        25     0     1     1    25
  5.1225975754884945E-01 a        26     0     2     1     1
 -5.3519640515231401E+00 a        27     0     2     1     2
  1.6380894006974605E+00 a        28     0     2     1     3
 -2.6462866845171940E+00 a        29     0     2     1     4
 -7.7916999090044692E-01 a        30     0     2     1     5
 -1.9789541189426121E+00 a        31     0     2     1     6
 -9.8086778613874315E-01 a        32     0     2     1     7
 -3.1401422180685818E+00 a        33     0     2     1     8
