################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  8.5192049327063213E-01 a         1     0     1     1     1
  4.2435477564586660E-01 a         2     0     1     1     2
 -2.8397392385444231E-01 a         3     0     1     1     3
 -5.6370537059165842E-03 a         4     0     1     1     4
  3.4800952776211355E-02 a         5     0     1     1     5
  6.8220883578943514E-01 a         6     0     1     1     6
  2.2008851604469346E-01 a         7     0     1     1     7
 -3.7531967759013318E-01 a         8     0     1     1     8
 -1.5540978015296195E-01 a         9     0     1     1     9
 -7.6613765842215853E-01 a        10     0     1     1    10
 -7.0516945498138439E-01 a        11     0     1     1    11
  8.7315884699497845E-02 a        12     0     1     1    12
  2.5887976967862264E-01 a        13     0     1     1    13
  3.6760503523691035E-01 a        14     0     1     1    14
 -5.1709425833162870E-01 a        15     0     1     1    15
 -4.0609779150883957E-02 a        16     0     1     1    16
  8.8122312454357990E-02 a        17     0     1     1    17
  1.2936560040656489E-01 a        18     0     1     1    18
 -1.9750642593851137E-01 a        19     0     1     1    19
  9.3410641828429875E-01 a        20     0     1     1    20
  4.0492029864289220E-01 a        21     0     1     1    21
 -1.1544593251215580E+00 a        22     0     1     1    22
 -2.2259963951971481E-01 a        23     0     1     1    23
  1.0928061748300057E+00 a        24     0     1     1    24
  1.5456209184044287E-01 a        25     0     1     1    25
  9.3827721767887021E-02 a        26     0     2     1     1
 -3.1082079326875550E-01 a        27     0     2     1     2
 -3.3252707343630022E-01 a        28     0     2     1     3
  4.0966650953319012E-01 a        29     0     2     1     4
  1.8798330774050984E+00 a        30     0     2     1     5
  1.7531910358672689E-01 a        31     0     2     1     6
  2.0353935339030689E+00 a        32     0     2     1     7
 -2.5460001531560522E-01 a        33     0     2     1     8
 -8.2041001493808263E-01 a        34     0     2     1     9
  3.0809678650761713E-01 a        35     0     2     1    10
  4.8107183666391429E-01 a        36     0     2     1    11
  3.1232740494236505E-01 a        37     0     2     1    12
 -2.9653912785239195E-01 a        38     0     2     1    13
 -5.3983962614753958E-03 a        39     0     2     1    14
  4.8023022895717649E-01 a        40     0     2     1    15
 -3.9113433955498417E-01 a        41     0     2     1    16
 -6.1895096491021084E-01 a        42     0     2     1    17
 -2.0051221699549964E+00 a        43     0     2     1    18
 -6.9096592347174440E-02 a        44     0     2     1    19
  1.5473669277652831E+00 a        45     0     2     1    20
 -3.4539279219604124E-01 a        46     0     2     1    21
 -2.4398629647840830E-01 a        47     0     2     1    22
  8.2902125910729318E-01 a        48     0     2     1    23
  7.8389110893630332E-01 a        49     0     2     1    24
 -6.2780842424735639E-01 a        50     0     2     1    25
 -1.3068188969935617E+00 a        51     0     3     1     1
 -5.5982750219018240E-01 a        52     0     3     1     2
  1.2076687368181145E+00 a        53     0     3     1     3
 -1.7945741358528347E-01 a        54     0     3     1     4
 -1.1355591196709197E-01 a        55     0     3     1     5
 -6.7811911880480813E-01 a        56     0     3     1     6
  7.0289369209179242E-01 a        57     0     3     1     7
 -1.0216147457115354E-01 a        58     0     3     1     8
 -5.3615231480509423E-02 a        59     0     3     1     9
  1.1305562366550441E+00 a        60     0     3     1    10
  6.6818332399824332E-01 a        61     0     3     1    11
  8.8012600839327260E-01 a        62     0     3     1    12
  4.1323198024734326E-01 a        63     0     3     1    13
 -3.2664552888835208E-01 a        64     0     3     1    14
 -7.6875482391331018E-02 a        65     0     3     1    15
  1.2380568565023636E-01 a        66     0     3     1    16
 -3.9705720917254245E-01 a        67     0     3     1    17
 -7.6551443862346091E-01 a        68     0     3     1    18
 -1.6257288044374211E-02 a        69     0     3     1    19
 -1.0446512108668833E+00 a        70     0     3     1    20
 -4.6567387315765946E-01 a        71     0     3     1    21
  1.3145714780592694E+00 a        72     0     3     1    22
 -3.0071433202847708E-01 a        73     0     3     1    23
 -4.8722690319144835E-01 a        74     0     3     1    24
 -5.4887825297196524E-01 a        75     0     3     1    25
 -2.0746641951194650E-01 a        76     0     4     1     1
  9.9456967989859413E-01 a        77     0     4     1     2
  1.3669950095258303E+00 a        78     0     4     1     3
  5.3568890633171218E-01 a        79     0     4     1     4
 -1.2531811051061021E+00 a        80     0     4     1     5
  1.1581612589175753E-01 a        81     0     4     1     6
 -2.9372417076691848E+00 a        82     0     4     1     7
 -4.5457705882908067E-01 a        83     0     4     1     8
  1.1668932174631914E+00 a        84     0     4     1     9
 -6.0260830227184370E-01 a        85     0     4     1    10
 -1.3566040340825689E+00 a        86     0     4     1    11
 -4.7326846726777172E-01 a        87     0     4     1    12
  2.4040444671029712E-01 a        88     0     4     1    13
  1.4011812975946536E+00 a        89     0     4     1    14
 -7.2680689619515437E-01 a        90     0     4     1    15
  8.5391881960084914E-01 a        91     0     4     1    16
  4.8266310883639746E-01 a        92     0     4     1    17
  3.8969756633569101E+00 a        93     0     4     1    18
 -7.5613583820205987E-01 a        94     0     4     1    19
 -2.1233461238356082E+00 a        95     0     4     1    20
  3.7868196767172529E-01 a        96     0     4     1    21
  6.1692312630710566E-01 a        97     0     4     1    22
 -8.8479086725078382E-01 a        98     0     4     1    23
 -1.5142316986388666E+00 a        99     0     4     1    24
  7.9142455055132899E-01 a       100     0     4     1    25
 -1.4032320432663128E+00 a       101     0     5     1     1
 -1.3326812674648328E-01 a       102     0     5     1     2
 -2.1061987246775487E+00 a       103     0     5     1     3
 -2.1022721613251208E-01 a       104     0     5     1     4
 -2.7453970382316151E-01 a       105     0     5     1     5
 -1.2186611609155340E+00 a       106     0     5     1     6
  8.8336000047821583E-01 a       107     0     5     1     7
 -3.5857424165187379E-01 a       108     0     5     1     8
 -1.1233534322880490E+00 a       109     0     5     1     9
  2.7568860649718507E-01 a       110     0     5     1    10
  2.3196191224493146E+00 a       111     0     5     1    11
 -2.8275959133626211E-01 a       112     0     5     1    12
 -1.8602484689843655E+00 a       113     0     5     1    13
 -8.1133482754426667E-01 a       114     0     5     1    14
 -1.2075165595909390E+00 a       115     0     5     1    15
 -3.4808640202917705E-02 a       116     0     5     1    16
  1.0732628942124585E+00 a       117     0     5     1    17
 -2.5723130734255522E+00 a       118     0     5     1    18
  6.5471971981886545E-01 a       119     0     5     1    19
  9.0603713478536796E-02 a       120     0     5     1    20
 -3.8059706903818169E-01 a       121     0     5     1    21
  4.3296604594131022E-01 a       122     0     5     1    22
 -4.5616320812297634E-02 a       123     0     5     1    23
  8.5040401823481893E-01 a       124     0     5     1    24
  1.9767194650998647E+00 a       125     0     5     1    25
  5.9073812081372556E-01 a       126     0     6     1     1
 -8.3428018616316546E-01 a       127     0     6     1     2
 -1.4148815199652995E-01 a       128     0     6     1     3
 -1.9835920004847905E+00 a       129     0     6     1     4
  8.0898883957954371E-01 a       130     0     6     1     5
 -4.2066059120239929E-01 a       131     0     6     1     6
 -3.6649683427032687E-01 a       132     0     6     1     7
 -2.0293448759186997E-01 a       133     0     6     1     8
 -6.5551057795687984E-01 a       134     0     6     1     9
 -2.7652294933084015E-01 a       135     0     6     1    10
 -9.8948928929271346E-02 a       136     0     6     1    11
  3.8425126136838728E-01 a       137     0     6     1    12
 -1.1598090729511421E+00 a       138     0     6     1    13
