################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.2051308343800692E-01 a         1     0     1     1     1
 -1.1957129049516333E+00 a         2     0     1     1     2
  1.4899939265855735E+00 a         3     0     1     1     3
  3.3773740252318019E-01 a         4     0     1     1     4
 -1.0071954853436709E+00 a         5     0     1     1     5
  2.8054971627618497E+00 a         6     0     1     1     6
  1.7068487566150627E+00 a         7     0     1     1     7
  5.5892023097639976E-01 a         8     0     1     1     8
 -1.4374030356862482E+00 a         9     0     1     1     9
 -2.9218965507043498E-01 a        10     0     1     1    10
 -8.5255222330374336E-01 a        11     0     1     1    11
 -2.0914317607451904E-01 a        12     0     1     1    12
  6.5133764581822495E-01 a        13     0     1     1    13
 -5.4144086249987322E-01 a        14     0     1     1    14
  1.7784774557819412E+00 a        15     0     1     1    15
 -1.7984953990152319E+00 a        16     0     1     1    16
 -1.1014921601550860E+00 a        17     0     1     1    17
 -1.1624023569548221E+00 a        18     0     1     1    18
  1.5830995078791448E+00 a        19     0     1     1    19
 -6.6919011478959278E-01 a        20     0     1     1    20
 -1.8596424113874783E+00 a        21     0     1     1    21
 -2.4023713206493658E+00 a        22     0     1     1    22
 -8.7480843051663393E-01 a        23     0     1     1    23
  3.6679927111004690E-01 a        24     0     1     1    24
  5.3137189045031963E-01 a        25     0     1     1    25
 -3.7369366947186111E+00 a        26     0     2     1     1
  2.2770648955746924E+00 a        27     0     2     1     2
 -3.3115604470047484E+00 a        28     0     2     1     3
 -2.8425009364340396E-02 a        29     0     2     1     4
  1.3185875567669394E+00 a        30     0     2     1     5
 -3.1801287391319186E+00 a        31     0     2     1     6
 -1.2996178733904935E+00 a        32     0     2     1     7
 -7.0107879273946960E-01 a        33     0     2     1     8
  1.6266154780826967E+00 a        34     0     2     1     9
  4.8281467225500374E-01 a        35     0     2     1    10
  3.4492582782093173E-01 a        36     0     2     1    11
  6.2138815876659370E-01 a        37     0     2     1    12
 -2.3479152027695926E+00 a        38     0     2     1    13
 -4.1485346168422466E-01 a        39     0     2     1    14
 -2.4389185290753832E+00 a        40     0     2     1    15
  6.2276213047854345E-01 a        41     0     2     1    16
 -3.6698779275278987E-01 a        42     0     2     1    17
  3.6741715049361110E+00 a        43     0     2     1    18
 -2.3692971971767323E+00 a        44     0     2     1    19
  2.0670794140506472E+00 a        45     0     2     1    20
  2.3935039365985582E+00 a        46     0     2     1    21
  1.0988401777823094E+00 a        47     0     2     1    22
  1.0132757002990924E+00 a        48     0     2     1    23
  1.0514357231887450E-01 a        49     0     2     1    24
 -2.1134744383593045E+00 a        50     0     2     1    25
 -2.2277575863998056E+00 a        51     0     3     1     1
 -2.0999297634824263E-01 a        52     0     3     1     2
 -1.2914009983697067E-01 a        53     0     3     1     3
 -4.0304648951648042E-01 a        54     0     3     1     4
 -2.0666704715377047E+00 a        55     0     3     1     5
 -1.3540954787278074E+00 a        56     0     3     1     6
 -1.0016072271007868E+00 a        57     0     3     1     7
  4.6221154647364904E-01 a        58     0     3     1     8
 -8.3350980530952246E-02 a        59     0     3     1     9
 -1.5156255828266313E-01 a        60     0     3     1    10
 -1.7308689775466872E+00 a        61     0     3     1    11
 -2.2540245694505936E+00 a        62     0     3     1    12
 -1.0564036654730440E+00 a        63     0     3     1    13
 -1.0509590823831922E+00 a        64     0     3     1    14
 -1.7645414313835088E+00 a        65     0     3     1    15
  2.2032238385278008E-01 a        66     0     3     1    16
 -2.6561376601423103E-01 a        67     0     3     1    17
  1.6257495230456607E+00 a        68     0     3     1    18
  6.4183343222097344E-01 a        69     0     3     1    19
 -8.6169480010755126E-02 a        70     0     3     1    20
  6.2506802694638611E-02 a        71     0     3     1    21
  2.3730708862997532E-01 a        72     0     3     1    22
 -4.0876878223816432E-01 a        73     0     3     1    23
 -4.2767207838254417E-01 a        74     0     3     1    24
  6.5724315848681325E-01 a        75     0     3     1    25
  2.7458817669216146E-01 a        76     0     4     1     1
  5.7449667980583330E-01 a        77     0     4     1     2
  2.1227519616013130E-01 a        78     0     4     1     3
