################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.6191129485517093E+00 a         1     0     1     1     1
 -7.7484777836869534E-01 a         2     0     1     1     2
 -3.3790153283419344E-01 a         3     0     1     1     3
 -1.4799686154355471E-01 a         4     0     1     1     4
  1.2855541811113775E+00 a         5     0     1     1     5
  3.8363056066085690E+00 a         6     0     1     1     6
  1.4999935465246668E+00 a         7     0     1     1     7
 -6.1448888307348237E-01 a         8     0     1     1     8
 -1.8174442321824023E+00 a         9     0     1     1     9
 -1.9700693824347888E+00 a        10     0     1     1    10
 -1.3648556005720012E+00 a        11     0     1     1    11
 -1.4178385334637913E+00 a        12     0     1     1    12
 -2.2309288864962378E+00 a        13     0     1     1    13
 -9.4708101160839431E-01 a        14     0     1     1    14
  1.3724520637781397E+00 a        15     0     1     1    15
  2.5443289346061598E-01 a        16     0     1     1    16
  5.1651627657363630E-01 a        17     0     1     1    17
  1.7787428240627685E+00 a        18     0     1     1    18
  1.8195972223127579E+00 a        19     0     1     1    19
 -2.0046493609184077E+00 a        20     0     1     1    20
  2.2102310795467672E+00 a        21     0     1     1    21
  1.6953261446280665E+00 a        22     0     1     1    22
  6.7447373190946358E-01 a        23     0     1     1    23
 -1.4398177050494021E+00 a        24     0     1     1    24
  1.4152593875010711E+00 a        25     0     1     1    25
  3.6753315420744084E+00 a        26     0     2     1     1
 -5.3416443071194175E-01 a        27     0     2     1     2
 -3.1882763956217661E+00 a        28     0     2     1     3
  1.2904813663796035E+00 a        29     0     2     1     4
 -1.7627105099572777E+00 a        30     0     2     1     5
  2.5719639352674956E-01 a        31     0     2     1     6
 -3.9360340907061525E-01 a        32     0     2     1     7
  6.2943885997799529E-03 a        33     0     2     1     8
 -1.3357126520434890E+00 a        34     0     2     1     9
 -2.1843783341937173E+00 a        35     0     2     1    10
  2.0825378683499403E+00 a        36     0     2     1    11
 -3.8149928125949186E+00 a        37     0     2     1    12
  3.0401387460806090E-01 a        38     0     2     1    13
  2.3484459035507261E+00 a        39     0     2     1    14
  2.5331343186592798E+00 a        40     0     2     1    15
  1.6726226241495803E+00 a        41     0     2     1    16
  3.0233019816088014E+00 a        42     0     2     1    17
 -3.8220485724404667E+00 a        43     0     2     1    18
 -1.9570442763990659E+00 a        44     0     2     1    19
 -2.9160146136345233E+00 a        45     0     2     1    20
  2.7516548440111688E-01 a        46     0     2     1    21
 -1.9654643540735350E+00 a        47     0     2     1    22
  3.2604556972926311E+00 a        48     0     2     1    23
  6.5177397228664391E-01 a        49     0     2     1    24
  1.3860893575789934E+00 a        50     0     2     1    25
 -3.6084226321485141E-01 a        51     0     3     1     1
  1.2856123159826189E+00 a        52     0     3     1     2
 -9.9505658068997305E-01 a        53     0     3     1     3
 -1.1863295007231940E+00 a        54     0     3     1     4
 -1.6363619485971834E+00 a        55     0     3     1     5
 -2.6707070357094637E-01 a        56     0     3     1     6
 -2.0163435559238678E+00 a        57     0     3     1     7
 -5.9606373381402333E-01 a        58     0     3     1     8
 -2.3141235091241050E-01 a        59     0     3     1     9
 -1.5188440134908578E+00 a        60     0     3     1    10
  6.1739697711190300E-01 a        61     0     3     1    11
  3.3812432578002247E+00 a        62     0     3     1    12
 -5.6327539437106902E-02 a        63     0     3     1    13
  8.4866080616014195E-01 a        64     0     3     1    14
 -1.2411519346663340E+00 a        65     0     3     1    15
 -1.5157936207948937E+00 a        66     0     3     1    16
 -7.2113123261667667E-01 a        67     0     3     1    17
 -1.3346316009827372E-01 a        68     0     3     1    18
  1.9282588979320765E+00 a        69     0     3     1    19
 -9.7129676765134176E-01 a        70     0     3     1    20
 -1.4867561954673258E-01 a        71     0     3     1    21
 -2.7529209244555561E+00 a        72     0     3     1    22
 -2.2329404321618304E-01 a        73     0     3     1    23
  1.3717488896960670E+00 a        74     0     3     1    24
 -6.2100153511389067E-01 a        75     0     3     1    25
  9.7993433754370474E-01 a        76     0     4     1     1
 -9.4167533065546344E-02 a        77     0     4     1     2
 -4.6153525980550958E-01 a        78     0     4     1     3
  2.0850623467159557E-01 a        79     0     4     1     4
 -1.7086218848672527E-01 a        80     0     4     1     5
  1.0489930756814672E+00 a        81     0     4     1     6
 -8.0273470132542046E-01 a        82     0     4     1     7
 -1.5245840480688647E-01 a        83     0     4     1     8
 -1.3590378306372564E+00 a        84     0     4     1     9
  1.6746379221225645E+00 a        85     0     4     1    10
  1.6597766931906008E-01 a        86     0     4     1    11
 -7.2744047842765491E-01 a        87     0     4     1    12
  1.2819218014153835E+00 a        88     0     4     1    13
  4.6135320197796204E-01 a        89     0     4     1    14
  5.5392117711779831E-01 a        90     0     4     1    15
 -2.5599340710409666E+00 a        91     0     4     1    16
 -2.4536239942783433E-02 a        92     0     4     1    17
  3.7865703357672154E-01 a        93     0     4     1    18
 -5.5703014146756180E-01 a        94     0     4     1    19
  1.8267611264023054E-01 a        95     0     4     1    20
  1.9995157355818158E+00 a        96     0     4     1    21
  2.0058509030012464E+00 a        97     0     4     1    22
  1.2881837177857371E+00 a        98     0     4     1    23
  6.7449025668571683E-01 a        99     0     4     1    24
 -6.8329612177494292E-01 a       100     0     4     1    25
  3.9890406288650238E-01 a       101     0     5     1     1
  3.2441297094793842E-01 a       102     0     5     1     2
  5.1979237049714466E-01 a       103     0     5     1     3
  1.6614777079348402E+00 a       104     0     5     1     4
  6.1017822409361593E-02 a       105     0     5     1     5
 -2.9157848921419482E+00 a       106     0     5     1     6
 -2.7656973180998943E+00 a       107     0     5     1     7
 -2.2738746158728320E+00 a       108     0     5     1     8
 -1.4690133385718782E+00 a       109     0     5     1     9
  8.7295660626220817E-01 a       110     0     5     1    10
  3.9730356740337935E+00 a       111     0     5     1    11
  1.2809796476876945E+00 a       112     0     5     1    12
  1.4926648804443094E+00 a       113     0     5     1    13
  1.2792359044926571E+00 a       114     0     5     1    14
  3.9458620335542322E-01 a       115     0     5     1    15
  7.3789595092973359E-01 a       116     0     5     1    16
 -2.1379882141364486E+00 a       117     0     5     1    17
 -6.9397963917763694E-01 a       118     0     5     1    18
 -9.2934726653392130E-01 a       119     0     5     1    19
  1.3974179916878574E-01 a       120     0     5     1    20
 -4.1864711127909606E+00 a       121     0     5     1    21
 -3.2207720937466702E+00 a       122     0     5     1    22
 -5.1187947370236286E-01 a       123     0     5     1    23
  2.6904605630904017E+00 a       124     0     5     1    24
  8.1899914593667744E-02 a       125     0     5     1    25
 -3.2553444740217379E+00 a       126     0     6     1     1
 -5.4488017178193383E-02 a       127     0     6     1     2
  7.2180733179447820E-01 a       128     0     6     1     3
 -4.6260397245787113E+00 a       129     0     6     1     4
  3.0139844835230645E+00 a       130     0     6     1     5
 -2.3034047754692129E+00 a       131     0     6     1     6
  1.5558189690064839E+00 a       132     0     6     1     7
 -3.5606438719321747E+00 a       133     0     6     1     8
  3.8961336543177416E+00 a       134     0     6     1     9
  2.5519023368970046E+00 a       135     0     6     1    10
 -1.8565670539268648E+00 a       136     0     6     1    11
  3.2889312167753433E+00 a       137     0     6     1    12
 -2.0035664268605341E-01 a       138     0     6     1    13
 -3.2988875378398248E+00 a       139     0     6     1    14
 -1.7409876119508529E+00 a       140     0     6     1    15
 -1.9006104328921072E+00 a       141     0     6     1    16
 -1.3889904337514549E+00 a       142     0     6     1    17
  3.5810460805091711E+00 a       143     0     6     1    18
  2.2874207647608036E+00 a       144     0     6     1    19
  1.2336352698907649E+00 a       145     0     6     1    20
  1.9754153341182885E+00 a       146     0     6     1    21
  3.4409644071592003E+00 a       147     0     6     1    22
 -1.5127888107010823E+00 a       148     0     6     1    23
 -1.2225920581698928E+00 a       149     0     6     1    24
 -2.8878948915653297E+00 a       150     0     6     1    25
 -6.7021635227044818E-01 a       151     0     7     1     1
 -1.2901542321506223E+00 a       152     0     7     1     2
  2.4693186390906923E+00 a       153     0     7     1     3
 -1.4017785361604225E+00 a       154     0     7     1     4
 -2.3019954922805019E+00 a       155     0     7     1     5
 -2.3615434448315105E+00 a       156     0     7     1     6
 -2.4804428503745571E-01 a       157     0     7     1     7
  5.7407700454950661E-01 a       158     0     7     1     8
  2.6243911175841461E-01 a       159     0     7     1     9
 -1.2990588501460798E+00 a       160     0     7     1    10
  1.1115245737459716E+00 a       161     0     7     1    11
  1.9372965800295330E+00 a       162     0     7     1    12
 -2.9853151527906201E+00 a       163     0     7     1    13
  1.0533958953823843E+00 a       164     0     7     1    14
 -1.0997700286086411E+00 a       165     0     7     1    15
  1.0574777745628781E+00 a       166     0     7     1    16
 -1.4610272593283515E+00 a       167     0     7     1    17
 -3.5115297938476281E-01 a       168     0     7     1    18
  2.5279116973296154E+00 a       169     0     7     1    19
  8.0395732100262474E-01 a       170     0     7     1    20
 -1.1172111752819149E+00 a       171     0     7     1    21
 -2.1716342735551075E+00 a       172     0     7     1    22
 -1.4436638736534719E+00 a       173     0     7     1    23
 -2.5743934972066027E+00 a       174     0     7     1    24
  1.9481546340552693E+00 a       175     0     7     1    25
  1.0156209959860292E+00 a       176     0     8     1     1
 -8.6343513021057916E-01 a       177     0     8     1     2
 -1.4003349889635628E+00 a       178     0     8     1     3
 -3.9337101699756065E+00 a       179     0     8     1     4
  1.0934324588601847E+00 a       180     0     8     1     5
 -6.9519716947378063E-01 a       181     0     8     1     6
 -7.5577228940129443E-02 a       182     0     8     1     7
 -1.1399115652102301E+00 a       183     0     8     1     8
  3.8405857618802169E-01 a       184     0     8     1     9
  2.3184626023093644E+00 a       185     0     8     1    10
 -1.2622537346817808E+00 a       186     0     8     1    11
 -4.5522021126804235E-01 a       187     0     8     1    12
  3.5263819441487518E+00 a       188     0     8     1    13
  2.4146851468166473E+00 a       189     0     8     1    14
 -2.2076862153269632E+00 a       190     0     8     1    15
 -1.8962121439082242E+00 a       191     0     8     1    16
 -8.5787039339425264E-01 a       192     0     8     1    17
  4.1779859154704396E-01 a       193     0     8     1    18
 -1.1529853092974045E+00 a       194     0     8     1    19
  8.8022907500223824E-01 a       195     0     8     1    20
  1.1555217639402062E+00 a       196     0     8     1    21
 -1.3524815645018329E+00 a       197     0     8     1    22
 -2.2379568476540808E+00 a       198     0     8     1    23
 -1.2827477915768881E+00 a       199     0     8     1    24
 -2.1649584200676220E+00 a       200     0     8     1    25
 -2.4883288795754779E+00 a       201     0     9     1     1
 -8.1855307281105028E-01 a       202     0     9     1     2
  2.4523175053933755E+00 a       203     0     9     1     3
  4.1955504997880659E+00 a       204     0     9     1     4
 -1.0603346420946562E+00 a       205     0     9     1     5
  5.7050871560877925E-01 a       206     0     9     1     6
  5.0556560436558207E-03 a       207     0     9     1     7
  7.5038243210979134E+00 a       208     0     9     1     8
 -1.4967595776022371E+00 a       209     0     9     1     9
  1.0580489733386282E+00 a       210     0     9     1    10
 -1.3344450613725114E+00 a       211     0     9     1    11
 -2.5807895791868618E+00 a       212     0     9     1    12
  9.9604302064552086E-01 a       213     0     9     1    13
  8.3831307684504475E-01 a       214     0     9     1    14
 -8.4055672539503648E-02 a       215     0     9     1    15
 -3.0868236269817153E+00 a       216     0     9     1    16
 -1.1789512987047637E+00 a       217     0     9     1    17
  3.5351569851510467E+00 a       218     0     9     1    18
 -5.6954593001137044E-01 a       219     0     9     1    19
